id gene_short_name num_cells_expressed q_value normalization time annotation hdaci_dex_estimate dex_estimate respond
ENSG00000125968.8 ID1 219 0.000827080433465269 Conventional 4 HDACi 0.353687051768919 0.916345749695254 Yes
ENSG00000125968.8 ID1 218 0.00985336017489645 Hash 4 HDACi 0.295128803848255 0.696706310876857 Yes
ENSG00000125968.8 ID1 122 3.81048782112037e-07 Conventional 24 Dex 0 0.916345749695254 No
ENSG00000125968.8 ID1 122 0.00119108147273435 Hash 24 Dex 0 0.696706310876857 No
ENSG00000141753.6 IGFBP4 391 0.00841006208080569 Conventional 24 HDACi 0.292023436605811 0.36590979862322 Yes
ENSG00000141753.6 IGFBP4 426 0.00138692922459869 Conventional 4 Dex 0 0.36590979862322 No
ENSG00000160712.12 IL6R 31 0.0152867331988857 Conventional 4 Dex 0 1.26932690781469 No
ENSG00000160712.12 IL6R 31 0.0152867331988857 Conventional 24 Dex 0 1.26932690781469 No
ENSG00000170871.11 KIAA0232 309 2.13901064843049e-09 Conventional 4 HDACi 0.491568638175449 0.781998142981415 Yes
ENSG00000170871.11 KIAA0232 156 2.68204053604337e-11 Conventional 24 HDACi 0.780008248031183 0.781998142981415 Yes
ENSG00000170871.11 KIAA0232 309 2.1535817553528e-06 Hash 4 HDACi 0.382114306218956 0.713553030263782 Yes
ENSG00000170871.11 KIAA0232 157 3.37376503200596e-13 Hash 24 HDACi 0.830884166433269 0.713553030263782 Yes
ENSG00000140859.15 KIFC3 106 0.000419564053452427 Conventional 4 Dex 0 -0.866746098494615 No
ENSG00000140859.15 KIFC3 106 0.000419564053452427 Conventional 24 Dex 0 -0.866746098494615 No
ENSG00000140859.15 KIFC3 106 4.38697817428126e-06 Hash 4 Dex 0 -0.988569995861322 No
ENSG00000140859.15 KIFC3 106 4.38697817428126e-06 Hash 24 Dex 0 -0.988569995861322 No
ENSG00000135480.15 KRT7 1446 1.82433557290433e-07 Conventional 4 HDACi 0.211291183284144 0.366978140889236 Yes
ENSG00000135480.15 KRT7 379 2.83705654970392e-23 Conventional 24 HDACi 0.865511244681197 0.366978140889236 Yes
ENSG00000115919.14 KYNU 966 2.95082265630786e-07 Conventional 4 HDACi -0.252480187920973 -0.519723941002647 Yes
ENSG00000115919.14 KYNU 442 0.000869502449151166 Conventional 24 HDACi -0.337621995414671 -0.519723941002647 Yes
ENSG00000115919.14 KYNU 962 1.80558749675237e-10 Hash 4 HDACi -0.305935321882694 -0.611210964709336 Yes
ENSG00000115919.14 KYNU 445 0.0170108359745609 Hash 24 HDACi -0.302330267438646 -0.611210964709336 Yes
ENSG00000053747.15 LAMA3 116 0.0357967888613698 Conventional 4 HDACi 0.388386594985277 1.23919438656073 Yes
ENSG00000053747.15 LAMA3 102 0.021365096711472 Conventional 24 HDACi 0.488374169571582 1.23919438656073 Yes
ENSG00000053747.15 LAMA3 114 0.014262408916626 Hash 4 HDACi 0.405062344010874 1.08382358099794 Yes
ENSG00000053747.15 LAMA3 103 0.0166155627099513 Hash 24 HDACi 0.486869279532125 1.08382358099794 Yes
ENSG00000174106.2 LEMD3 61 1.47649887186925e-08 Conventional 4 Dex 0 -1.31574504478775 No
ENSG00000174106.2 LEMD3 61 1.47649887186925e-08 Conventional 24 Dex 0 -1.31574504478775 No
ENSG00000174106.2 LEMD3 61 4.2446160957132e-09 Hash 4 Dex 0 -1.2980815289372 No
ENSG00000174106.2 LEMD3 61 4.2446160957132e-09 Hash 24 Dex 0 -1.2980815289372 No
ENSG00000145685.13 LHFPL2 192 3.72627884514589e-08 Conventional 4 Dex 0 0.802511257004372 No
ENSG00000145685.13 LHFPL2 192 3.72627884514589e-08 Conventional 24 Dex 0 0.802511257004372 No
ENSG00000145685.13 LHFPL2 192 1.32997000786234e-05 Hash 4 Dex 0 0.723387283656091 No
ENSG00000145685.13 LHFPL2 192 1.32997000786234e-05 Hash 24 Dex 0 0.723387283656091 No
ENSG00000064042.17 LIMCH1 291 0.00297183754440902 Conventional 4 Dex 0 0.452110801124475 No
ENSG00000064042.17 LIMCH1 291 0.00297183754440902 Conventional 24 Dex 0 0.452110801124475 No
ENSG00000136802.11 LRRC8A 45 0.000551806653101855 Conventional 4 Dex 0 1.0971545976269 No
ENSG00000136802.11 LRRC8A 45 0.000551806653101855 Conventional 24 Dex 0 1.0971545976269 No
ENSG00000136802.11 LRRC8A 45 0.00891530519773285 Hash 4 Dex 0 0.920339175575776 No
ENSG00000136802.11 LRRC8A 45 0.00891530519773285 Hash 24 Dex 0 0.920339175575776 No
ENSG00000135525.18 MAP7 302 0.000905394489141427 Conventional 24 HDACi -0.416693111111092 -0.65262770596137 Yes
ENSG00000135525.18 MAP7 308 0.00135510737635421 Hash 24 HDACi -0.413584684970012 -0.72453529969768 Yes
ENSG00000135525.18 MAP7 241 8.55694386433383e-07 Conventional 4 Dex 0 -0.65262770596137 No
ENSG00000135525.18 MAP7 241 1.53925688626115e-07 Hash 4 Dex 0 -0.72453529969768 No
ENSG00000162889.10 MAPKAPK2 31 0.0353939167975576 Conventional 4 Dex 0 1.01152024624193 No
ENSG00000162889.10 MAPKAPK2 31 0.0353939167975576 Conventional 24 Dex 0 1.01152024624193 No
ENSG00000069020.18 MAST4 26 0.00146642947966207 Conventional 4 Dex 0 -1.09580898133589 No
ENSG00000069020.18 MAST4 26 0.00146642947966207 Conventional 24 Dex 0 -1.09580898133589 No
ENSG00000069020.18 MAST4 26 0.000189225713941609 Hash 4 Dex 0 -1.10378895903197 No
ENSG00000069020.18 MAST4 26 0.000189225713941609 Hash 24 Dex 0 -1.10378895903197 No
ENSG00000143797.11 MBOAT2 567 6.19041689372482e-15 Conventional 4 HDACi 0.552639514587484 1.43769145415957 Yes
ENSG00000143797.11 MBOAT2 567 2.20074551823077e-11 Hash 4 HDACi 0.478367864128675 1.19594928084265 Yes
ENSG00000143797.11 MBOAT2 121 1.74666842867132e-13 Conventional 24 Dex 0 1.43769145415957 No
ENSG00000143797.11 MBOAT2 121 3.44186736944891e-10 Hash 24 Dex 0 1.19594928084265 No
ENSG00000143384.12 MCL1 92 0.0155911558891159 Conventional 4 Dex 0 0.839348989373113 No
ENSG00000143384.12 MCL1 92 0.0155911558891159 Conventional 24 Dex 0 0.839348989373113 No
ENSG00000156026.14 MCU 1052 0.00438314863894677 Conventional 4 HDACi -0.16697550071763 -0.961012569396515 Yes
ENSG00000156026.14 MCU 451 0.000553767885538667 Conventional 24 HDACi -0.303287340877688 -0.961012569396515 Yes
ENSG00000156026.14 MCU 1049 0.000958833864787274 Hash 4 HDACi -0.192154831509741 -1.04214592006442 Yes
ENSG00000156026.14 MCU 458 0.000696413166004572 Hash 24 HDACi -0.307377286269272 -1.04214592006442 Yes
ENSG00000065833.8 ME1 226 2.34422665841145e-05 Hash 4 Dex 0 -0.604594681455977 No
ENSG00000065833.8 ME1 226 2.34422665841145e-05 Hash 24 Dex 0 -0.604594681455977 No
ENSG00000008394.12 MGST1 418 0.000418016289885919 Hash 4 Dex 0 -0.352292154747597 No
ENSG00000008394.12 MGST1 418 0.000418016289885919 Hash 24 Dex 0 -0.352292154747597 No
ENSG00000107745.18 MICU1 105 0.0278604633723829 Hash 4 Dex 0 -0.647315259499287 No
ENSG00000107745.18 MICU1 105 0.0278604633723829 Hash 24 Dex 0 -0.647315259499287 No
ENSG00000101871.14 MID1 945 0.0149315686031844 Conventional 4 HDACi -0.184465843053864 -0.739511375470561 Yes
ENSG00000101871.14 MID1 388 0.00817258703595555 Conventional 24 HDACi -0.331875913091285 -0.739511375470561 Yes
ENSG00000101871.14 MID1 945 0.0372571127773821 Hash 4 HDACi -0.181745335061376 -0.869023569838479 Yes
ENSG00000101871.14 MID1 249 5.05337505024448e-13 Hash 24 Dex 0 -0.869023569838479 No
ENSG00000270069.1 MIR222HG 166 0.000784213013289421 Hash 24 HDACi -0.60807906727557 -1.10533275952792 Yes
ENSG00000270069.1 MIR222HG 35 0.0170179147986803 Hash 4 Dex 0 -1.10533275952792 No
ENSG00000171889.3 MIR31HG 390 1.25030712777229e-06 Hash 24 HDACi -0.489014949586214 -0.453788689741848 Yes
ENSG00000171889.3 MIR31HG 304 0.0401407358266685 Hash 4 Dex 0 -0.453788689741848 No
ENSG00000172965.14 MIR4435-2HG 43 0.0316118402644974 Hash 4 Dex 0 -1.00778742408652 No
ENSG00000172965.14 MIR4435-2HG 43 0.0316118402644974 Hash 24 Dex 0 -1.00778742408652 No
ENSG00000215386.11 MIR99AHG 60 0.0234237855208306 Hash 4 Dex 0 -0.866001684023692 No
ENSG00000215386.11 MIR99AHG 60 0.0234237855208306 Hash 24 Dex 0 -0.866001684023692 No
ENSG00000196588.14 MKL1 223 0.0361211730047295 Conventional 4 Dex 0 0.493810800900104 No
ENSG00000196588.14 MKL1 223 0.0361211730047295 Conventional 24 Dex 0 0.493810800900104 No
ENSG00000171843.15 MLLT3 157 0.0470526910331335 Hash 4 Dex 0 -0.569601259538414 No
ENSG00000171843.15 MLLT3 157 0.0470526910331335 Hash 24 Dex 0 -0.569601259538414 No
ENSG00000125148.6 MT2A 243 1.34617554840852e-22 Conventional 4 HDACi 0.904834935472265 1.09345835886911 Yes
ENSG00000125148.6 MT2A 373 7.04844794682003e-16 Conventional 24 HDACi 0.673827405622048 1.09345835886911 Yes
ENSG00000125148.6 MT2A 241 9.83029824745567e-19 Hash 4 HDACi 0.809208370962393 1.12913067194548 Yes
ENSG00000125148.6 MT2A 373 3.44786095173698e-16 Hash 24 HDACi 0.671612152499404 1.12913067194548 Yes
ENSG00000145555.14 MYO10 247 0.00017159573092954 Hash 4 Dex 0 -0.557986736724301 No
ENSG00000145555.14 MYO10 247 0.00017159573092954 Hash 24 Dex 0 -0.557986736724301 No
ENSG00000128641.18 MYO1B 738 0.000787982209615778 Hash 4 HDACi -0.22424600655553 -0.674034406991904 Yes
ENSG00000128641.18 MYO1B 101 0.0219133809277772 Conventional 4 Dex 0 -0.542450412175673 No
ENSG00000128641.18 MYO1B 101 0.0219133809277772 Conventional 24 Dex 0 -0.542450412175673 No
ENSG00000128641.18 MYO1B 101 0.000164290272820621 Hash 24 Dex 0 -0.674034406991904 No
ENSG00000067798.14 NAV3 22 8.56788570504581e-05 Conventional 4 Dex 0 -1.36984631817687 No
ENSG00000067798.14 NAV3 22 8.56788570504581e-05 Conventional 24 Dex 0 -1.36984631817687 No
ENSG00000067798.14 NAV3 22 7.28411848759364e-06 Hash 4 Dex 0 -1.34271597380828 No
ENSG00000067798.14 NAV3 22 7.28411848759364e-06 Hash 24 Dex 0 -1.34271597380828 No
ENSG00000111912.19 NCOA7 59 0.00246506129171483 Conventional 4 Dex 0 -0.81237536894768 No
ENSG00000111912.19 NCOA7 59 0.00246506129171483 Conventional 24 Dex 0 -0.81237536894768 No
ENSG00000111912.19 NCOA7 59 0.000150664273706158 Hash 4 Dex 0 -0.841338203552635 No
ENSG00000111912.19 NCOA7 59 0.000150664273706158 Hash 24 Dex 0 -0.841338203552635 No
ENSG00000104419.14 NDRG1 54 0.0314098891934431 Conventional 4 Dex 0 1.11508414050012 No
ENSG00000104419.14 NDRG1 54 0.0314098891934431 Conventional 24 Dex 0 1.11508414050012 No
ENSG00000104419.14 NDRG1 54 0.0217451619124978 Hash 4 Dex 0 1.06328459477579 No
ENSG00000104419.14 NDRG1 54 0.0217451619124978 Hash 24 Dex 0 1.06328459477579 No
ENSG00000078114.18 NEBL 435 1.94158216912073e-27 Conventional 24 HDACi 0.901956170380566 1.14418470880899 Yes
ENSG00000078114.18 NEBL 440 3.18784689738537e-27 Hash 24 HDACi 0.951516900510619 1.01414303415582 Yes
ENSG00000078114.18 NEBL 147 2.60243586554483e-10 Conventional 4 Dex 0 1.14418470880899 No
ENSG00000078114.18 NEBL 147 1.23352653252763e-07 Hash 4 Dex 0 1.01414303415582 No
ENSG00000069869.15 NEDD4 258 0.000838150316741379 Conventional 4 Dex 0 0.509097938504811 No
ENSG00000069869.15 NEDD4 258 0.000838150316741379 Conventional 24 Dex 0 0.509097938504811 No
ENSG00000102908.20 NFAT5 1093 1.23042432628869e-07 Conventional 4 HDACi -0.243276591205455 -0.5218952226272 Yes
ENSG00000102908.20 NFAT5 1089 1.45937295836378e-09 Hash 4 HDACi -0.279769161611547 -0.61875092034515 Yes
ENSG00000102908.20 NFAT5 228 0.000138694695131373 Conventional 24 Dex 0 -0.5218952226272 No
ENSG00000102908.20 NFAT5 228 2.92604331471978e-07 Hash 24 Dex 0 -0.61875092034515 No
ENSG00000116044.15 NFE2L2 108 0.00368681342850755 Conventional 4 Dex 0 -0.669253689102588 No
ENSG00000116044.15 NFE2L2 108 0.00368681342850755 Conventional 24 Dex 0 -0.669253689102588 No
ENSG00000116044.15 NFE2L2 108 0.000199769431555495 Hash 4 Dex 0 -0.744893596753555 No
ENSG00000116044.15 NFE2L2 108 0.000199769431555495 Hash 24 Dex 0 -0.744893596753555 No
ENSG00000162599.15 NFIA 911 4.87485421760547e-05 Conventional 4 HDACi 0.229443184536031 0.472557994765197 Yes
ENSG00000162599.15 NFIA 387 1.28170623654121e-16 Conventional 24 HDACi 0.717235273946723 0.472557994765197 Yes
ENSG00000188158.14 NHS 259 0.0278140543153443 Hash 4 HDACi -0.296391804069092 -1.0000088934128 Yes
ENSG00000188158.14 NHS 38 0.0482146521567781 Hash 24 Dex 0 -1.0000088934128 No
ENSG00000170485.16 NPAS2 171 0.0010149963526298 Conventional 4 Dex 0 -0.571255909023449 No
ENSG00000170485.16 NPAS2 171 0.0010149963526298 Conventional 24 Dex 0 -0.571255909023449 No
ENSG00000170485.16 NPAS2 171 5.54748245665412e-05 Hash 4 Dex 0 -0.616313542797646 No
ENSG00000170485.16 NPAS2 171 5.54748245665412e-05 Hash 24 Dex 0 -0.616313542797646 No
ENSG00000113580.14 NR3C1 503 0.00753023255603486 Conventional 24 HDACi -0.271075259578317 -0.443592164956845 Yes
ENSG00000113580.14 NR3C1 209 0.0327707519413859 Conventional 4 Dex 0 -0.443592164956845 No
ENSG00000113580.14 NR3C1 209 0.000448707602348991 Hash 4 Dex 0 -0.543975185275176 No
ENSG00000113580.14 NR3C1 209 0.000448707602348991 Hash 24 Dex 0 -0.543975185275176 No
ENSG00000091129.19 NRCAM 1260 1.12558437699015e-10 Conventional 4 HDACi 0.293912463445416 0.54977820613147 Yes
ENSG00000091129.19 NRCAM 495 7.32511711382173e-11 Conventional 24 HDACi 0.545097853027289 0.54977820613147 Yes
ENSG00000091129.19 NRCAM 1257 1.83916722791795e-05 Hash 4 HDACi 0.228037725743187 0.464311241520168 Yes
ENSG00000091129.19 NRCAM 499 2.5279476749565e-11 Hash 24 HDACi 0.58955550888984 0.464311241520168 Yes
ENSG00000157168.18 NRG1 232 0.000191452666030913 Conventional 4 Dex 0 -0.570441660257139 No
ENSG00000157168.18 NRG1 232 0.000191452666030913 Conventional 24 Dex 0 -0.570441660257139 No
ENSG00000157168.18 NRG1 232 5.3853464096153e-09 Hash 4 Dex 0 -0.758895436749558 No
ENSG00000157168.18 NRG1 232 5.3853464096153e-09 Hash 24 Dex 0 -0.758895436749558 No
ENSG00000099250.17 NRP1 259 0.00286169536775637 Hash 4 Dex 0 -0.48301686305685 No
ENSG00000099250.17 NRP1 259 0.00286169536775637 Hash 24 Dex 0 -0.48301686305685 No
ENSG00000111696.11 NT5DC3 220 2.02424076939778e-06 Conventional 4 HDACi 0.56893485519988 1.40869169895597 Yes
ENSG00000111696.11 NT5DC3 219 3.00124659607228e-06 Hash 4 HDACi 0.547275828029018 1.25232864438456 Yes
ENSG00000111696.11 NT5DC3 65 4.45013201404486e-05 Conventional 24 Dex 0 1.40869169895597 No
ENSG00000111696.11 NT5DC3 65 0.000435536486688525 Hash 24 Dex 0 1.25232864438456 No
ENSG00000175115.11 PACS1 244 7.01059158967576e-11 Conventional 4 Dex 0 0.820656667432758 No
ENSG00000175115.11 PACS1 244 7.01059158967576e-11 Conventional 24 Dex 0 0.820656667432758 No
ENSG00000175115.11 PACS1 244 4.22281688280656e-07 Hash 4 Dex 0 0.710926705916112 No
ENSG00000175115.11 PACS1 244 4.22281688280656e-07 Hash 24 Dex 0 0.710926705916112 No
ENSG00000100266.18 PACSIN2 839 6.18451304024324e-11 Conventional 4 HDACi 0.380464687183748 1.20950352426383 Yes
ENSG00000100266.18 PACSIN2 271 9.18875682866145e-05 Conventional 24 HDACi 0.452352969420532 1.20950352426383 Yes
ENSG00000100266.18 PACSIN2 835 5.37866483370931e-09 Hash 4 HDACi 0.348187410161519 1.06107186179151 Yes
ENSG00000100266.18 PACSIN2 274 0.000344568605959115 Hash 24 HDACi 0.434883537558705 1.06107186179151 Yes
ENSG00000185630.18 PBX1 847 4.28233268813078e-10 Conventional 4 HDACi -0.334444270996158 -0.711669193192378 Yes
ENSG00000185630.18 PBX1 845 1.64520099599773e-09 Hash 4 HDACi -0.333286885080121 -0.843730280846899 Yes
ENSG00000185630.18 PBX1 160 6.68946137791243e-06 Conventional 24 Dex 0 -0.711669193192378 No
ENSG00000185630.18 PBX1 160 1.15934464508442e-09 Hash 24 Dex 0 -0.843730280846899 No
ENSG00000135749.18 PCNX2 167 0.0453430059599564 Hash 4 Dex 0 -0.529858371623977 No
ENSG00000135749.18 PCNX2 167 0.0453430059599564 Hash 24 Dex 0 -0.529858371623977 No
ENSG00000099139.13 PCSK5 619 1.08660204443982e-08 Conventional 4 HDACi 0.435226549191587 0.819141045033813 Yes
ENSG00000099139.13 PCSK5 182 0.007459266544616 Conventional 24 HDACi 0.432603441267775 0.819141045033813 Yes
ENSG00000099139.13 PCSK5 617 2.26462189507681e-09 Hash 4 HDACi 0.45138406714925 0.751150267562544 Yes
ENSG00000099139.13 PCSK5 186 0.000412617944008369 Hash 24 HDACi 0.496726358775893 0.751150267562544 Yes
ENSG00000112541.13 PDE10A 273 0.035895579947489 Conventional 4 Dex 0 -0.45965911530826 No
ENSG00000112541.13 PDE10A 273 0.035895579947489 Conventional 24 Dex 0 -0.45965911530826 No
ENSG00000112541.13 PDE10A 273 2.54489971300155e-07 Hash 4 Dex 0 -0.68578222645834 No
ENSG00000112541.13 PDE10A 273 2.54489971300155e-07 Hash 24 Dex 0 -0.68578222645834 No
ENSG00000184588.17 PDE4B 261 0.012275867167354 Conventional 24 HDACi -0.416313635879388 -0.651504158441752 Yes
ENSG00000184588.17 PDE4B 264 0.0173631606010085 Hash 24 HDACi -0.418306487285852 -0.757462541023303 Yes
ENSG00000184588.17 PDE4B 228 5.35709361106761e-05 Conventional 4 Dex 0 -0.651504158441752 No
ENSG00000184588.17 PDE4B 228 1.4042021682964e-07 Hash 4 Dex 0 -0.757462541023303 No
ENSG00000171408.13 PDE7B 81 4.39832065864735e-06 Conventional 4 Dex 0 -1.03908039826203 No
ENSG00000171408.13 PDE7B 81 4.39832065864735e-06 Conventional 24 Dex 0 -1.03908039826203 No
ENSG00000171408.13 PDE7B 81 1.13340657579769e-08 Hash 4 Dex 0 -1.20804431976613 No
ENSG00000171408.13 PDE7B 81 1.13340657579769e-08 Hash 24 Dex 0 -1.20804431976613 No
ENSG00000073417.14 PDE8A 259 0.0475351491494765 Hash 4 Dex 0 -0.386013493359773 No
ENSG00000073417.14 PDE8A 259 0.0475351491494765 Hash 24 Dex 0 -0.386013493359773 No
ENSG00000004799.7 PDK4 362 2.68970243254007e-30 Conventional 4 HDACi 1.25865862693367 0.874704649189069 Yes
ENSG00000004799.7 PDK4 310 1.72443806826838e-14 Conventional 24 HDACi 1.14733607682801 0.874704649189069 Yes
ENSG00000163110.14 PDLIM5 1249 0.0444751704196521 Hash 4 HDACi -0.134762451775671 -0.545813955724518 Yes
ENSG00000163110.14 PDLIM5 245 0.0364453028586142 Conventional 4 Dex 0 -0.396030241374795 No
ENSG00000163110.14 PDLIM5 245 0.0364453028586142 Conventional 24 Dex 0 -0.396030241374795 No
ENSG00000163110.14 PDLIM5 245 1.39576290213834e-05 Hash 24 Dex 0 -0.545813955724518 No
ENSG00000154217.14 PITPNC1 76 0.00144824336743665 Conventional 4 Dex 0 0.948331516054866 No
ENSG00000154217.14 PITPNC1 76 0.00144824336743665 Conventional 24 Dex 0 0.948331516054866 No
ENSG00000154217.14 PITPNC1 76 0.000153519559536559 Hash 4 Dex 0 1.04784276694417 No
ENSG00000154217.14 PITPNC1 76 0.000153519559536559 Hash 24 Dex 0 1.04784276694417 No
ENSG00000075651.15 PLD1 54 0.0401407358266685 Hash 4 Dex 0 -0.839752282381634 No
ENSG00000075651.15 PLD1 54 0.0401407358266685 Hash 24 Dex 0 -0.839752282381634 No
ENSG00000166689.15 PLEKHA7 119 0.0088459580156164 Hash 24 HDACi 0.525885220239102 0.940566307247642 Yes
ENSG00000166689.15 PLEKHA7 204 3.18086573103868e-19 Conventional 4 Dex 0 1.22535350394476 No
ENSG00000166689.15 PLEKHA7 204 3.18086573103868e-19 Conventional 24 Dex 0 1.22535350394476 No
ENSG00000166689.15 PLEKHA7 204 9.8600633938059e-11 Hash 4 Dex 0 0.940566307247642 No
ENSG00000076356.6 PLXNA2 172 0.000594725724515956 Conventional 4 HDACi 0.542380645692416 1.00827244972341 Yes
ENSG00000076356.6 PLXNA2 59 0.0301106014064422 Conventional 24 Dex 0 1.00827244972341 No
ENSG00000275342.4 PRAG1 621 2.84089143735762e-10 Conventional 4 HDACi -0.424346040557693 -1.10377693488005 Yes
ENSG00000275342.4 PRAG1 439 5.0343301875644e-10 Conventional 24 HDACi -0.538527798336365 -1.10377693488005 Yes
ENSG00000275342.4 PRAG1 619 2.04795874467665e-12 Hash 4 HDACi -0.471977070032883 -1.02301817570339 Yes
ENSG00000275342.4 PRAG1 446 4.57837376921716e-10 Hash 24 HDACi -0.549491171243827 -1.02301817570339 Yes
ENSG00000154229.11 PRKCA 675 0.00682310508940899 Conventional 24 HDACi 0.211831093410195 0.356372152540545 Yes
ENSG00000154229.11 PRKCA 386 0.00537110163329517 Conventional 4 Dex 0 0.356372152540545 No
ENSG00000119314.15 PTBP3 813 0.00550212689493315 Hash 4 HDACi -0.217517636228727 -0.567021810590731 Yes
ENSG00000119314.15 PTBP3 154 0.0251273832888503 Hash 24 Dex 0 -0.567021810590731 No
ENSG00000106853.18 PTGR1 334 1.04257927622555e-05 Conventional 4 Dex 0 -0.521443222337249 No
ENSG00000106853.18 PTGR1 334 1.04257927622555e-05 Conventional 24 Dex 0 -0.521443222337249 No
ENSG00000106853.18 PTGR1 334 2.24516049666935e-11 Hash 4 Dex 0 -0.702725678991741 No
ENSG00000106853.18 PTGR1 334 2.24516049666935e-11 Hash 24 Dex 0 -0.702725678991741 No
ENSG00000073756.11 PTGS2 374 1.50249408144329e-16 Conventional 4 HDACi -0.737278175454045 -1.1889468775683 Yes
ENSG00000073756.11 PTGS2 205 3.29818397991467e-13 Conventional 24 HDACi -1.0695276822802 -1.1889468775683 Yes
ENSG00000073756.11 PTGS2 373 3.4661361843074e-16 Hash 4 HDACi -0.724291350773844 -1.10779362355248 Yes
ENSG00000073756.11 PTGS2 206 4.57115226318204e-12 Hash 24 HDACi -0.990618681449983 -1.10779362355248 Yes
ENSG00000169398.19 PTK2 355 1.846386729793e-07 Conventional 4 Dex 0 0.509906559106299 No
ENSG00000169398.19 PTK2 355 1.846386729793e-07 Conventional 24 Dex 0 0.509906559106299 No
ENSG00000149177.12 PTPRJ 282 2.60044759807691e-08 Conventional 4 Dex 0 0.623971248205044 No
ENSG00000149177.12 PTPRJ 282 2.60044759807691e-08 Conventional 24 Dex 0 0.623971248205044 No
ENSG00000149177.12 PTPRJ 282 0.000130903111983329 Hash 4 Dex 0 0.55741628163042 No
ENSG00000149177.12 PTPRJ 282 0.000130903111983329 Hash 24 Dex 0 0.55741628163042 No
ENSG00000173482.16 PTPRM 486 4.04883191069588e-14 Conventional 24 HDACi 0.543271624737499 0.432542044521852 Yes
ENSG00000173482.16 PTPRM 392 6.55641903304796e-06 Conventional 4 Dex 0 0.432542044521852 No
ENSG00000100994.11 PYGB 732 7.93025502669431e-16 Conventional 4 HDACi 0.419942438104464 1.11559114370453 Yes
ENSG00000100994.11 PYGB 404 1.06238022972919e-32 Conventional 24 HDACi 0.828320744418807 1.11559114370453 Yes
ENSG00000100994.11 PYGB 730 5.50549397557957e-14 Hash 4 HDACi 0.394991677765334 0.909312916126138 Yes
ENSG00000100994.11 PYGB 408 5.82306467031472e-35 Hash 24 HDACi 0.868092214402523 0.909312916126138 Yes
ENSG00000084733.10 RAB10 334 0.000453156367576162 Conventional 4 Dex 0 -0.389604520059918 No
ENSG00000084733.10 RAB10 334 0.000453156367576162 Conventional 24 Dex 0 -0.389604520059918 No
ENSG00000084733.10 RAB10 334 7.60864825959981e-08 Hash 4 Dex 0 -0.515004084511788 No
ENSG00000084733.10 RAB10 334 7.60864825959981e-08 Hash 24 Dex 0 -0.515004084511788 No
ENSG00000156675.15 RAB11FIP1 77 3.1312344154622e-05 Conventional 4 Dex 0 1.14974818409719 No
ENSG00000156675.15 RAB11FIP1 77 3.1312344154622e-05 Conventional 24 Dex 0 1.14974818409719 No
ENSG00000156675.15 RAB11FIP1 77 1.62962379073503e-05 Hash 4 Dex 0 1.17036534868367 No
ENSG00000156675.15 RAB11FIP1 77 1.62962379073503e-05 Hash 24 Dex 0 1.17036534868367 No
ENSG00000157110.15 RBPMS 84 0.00404141534042598 Hash 4 Dex 0 -0.646429511937978 No
ENSG00000157110.15 RBPMS 84 0.00404141534042598 Hash 24 Dex 0 -0.646429511937978 No
ENSG00000089902.9 RCOR1 113 0.00344284490420057 Conventional 4 Dex 0 0.712571612162583 No
ENSG00000089902.9 RCOR1 113 0.00344284490420057 Conventional 24 Dex 0 0.712571612162583 No
ENSG00000089902.9 RCOR1 113 0.0363925628126673 Hash 4 Dex 0 0.6429686522769 No
ENSG00000089902.9 RCOR1 113 0.0363925628126673 Hash 24 Dex 0 0.6429686522769 No
ENSG00000034677.12 RNF19A 97 1.25996406671341e-05 Hash 4 Dex 0 -0.935482908520306 No
ENSG00000034677.12 RNF19A 97 1.25996406671341e-05 Hash 24 Dex 0 -0.935482908520306 No
ENSG00000173821.19 RNF213 236 0.00177662549263941 Hash 4 Dex 0 -0.419480145202294 No
ENSG00000173821.19 RNF213 236 0.00177662549263941 Hash 24 Dex 0 -0.419480145202294 No
ENSG00000124782.19 RREB1 79 3.30573257797388e-06 Conventional 4 Dex 0 0.938977997495186 No
ENSG00000124782.19 RREB1 79 3.30573257797388e-06 Conventional 24 Dex 0 0.938977997495186 No
ENSG00000124782.19 RREB1 79 0.000119567168350504 Hash 4 Dex 0 0.809108369529641 No
ENSG00000124782.19 RREB1 79 0.000119567168350504 Hash 24 Dex 0 0.809108369529641 No
ENSG00000099194.5 SCD 409 0.0483334330977773 Hash 4 Dex 0 -0.331484594742397 No
ENSG00000099194.5 SCD 409 0.0483334330977773 Hash 24 Dex 0 -0.331484594742397 No
ENSG00000146555.18 SDK1 143 0.0331609960321055 Conventional 24 HDACi 0.456728477057706 1.52391562165438 Yes
ENSG00000146555.18 SDK1 37 0.000652976738616265 Conventional 4 Dex 0 1.52391562165438 No
ENSG00000146555.18 SDK1 37 0.0043878191471771 Hash 4 Dex 0 1.3752934930738 No
ENSG00000146555.18 SDK1 37 0.0043878191471771 Hash 24 Dex 0 1.3752934930738 No
ENSG00000069188.16 SDK2 34 5.69657346443238e-05 Conventional 4 Dex 0 1.81279909392162 No
ENSG00000069188.16 SDK2 34 5.69657346443238e-05 Conventional 24 Dex 0 1.81279909392162 No
ENSG00000069188.16 SDK2 34 0.0016809178231807 Hash 4 Dex 0 1.50736588173067 No
ENSG00000069188.16 SDK2 34 0.0016809178231807 Hash 24 Dex 0 1.50736588173067 No
ENSG00000075213.10 SEMA3A 47 0.0396025396382209 Hash 4 Dex 0 -0.967659944802567 No
