id gene_short_name num_cells_expressed status term estimate std_err test_val p_value normalized_effect model_component q_value normalization
ENSG00000023909.9 GCLM 194 OK DexTRUE -0.596147000772741 0.109814175731263 -5.42868893567648 5.67695280625217e-08 -0.854018705283142 count 0.000289013667366298 Hash ladder
ENSG00000034677.12 RNF19A 97 OK DexTRUE -0.935482908520306 0.156852397705773 -5.96409696124062 2.45990641685555e-09 -1.32959817981887 count 1.25996406671341e-05 Hash ladder
ENSG00000038382.18 TRIO 316 OK DexTRUE 0.516583913825876 0.0839554993270787 6.15306820835331 7.59980999616705e-10 0.742099803488147 count 3.89946250903331e-06 Hash ladder
ENSG00000053747.15 LAMA3 104 OK DexTRUE 1.08382358099794 0.177082152857229 6.12045631651976 9.33077610384639e-10 1.54464889022434 count 4.78575506366281e-06 Hash ladder
ENSG00000064393.15 HIPK2 210 OK DexTRUE 0.584957979114711 0.110219792202467 5.30719544489958 1.11324792832189e-07 0.838189475789989 count 0.000565863921966017 Hash ladder
ENSG00000065809.13 FAM107B 223 OK DexTRUE -0.541176572170933 0.106490245627944 -5.08193561748083 3.73608054597331e-07 -0.776889963809933 count 0.00189531366097226 Hash ladder
ENSG00000065833.8 ME1 226 OK DexTRUE -0.604594681455977 0.103144201521095 -5.86164488686576 4.5830433204525e-09 -0.867681235406624 count 2.34422665841145e-05 Hash ladder
ENSG00000067715.13 SYT1 300 OK DexTRUE -0.544715525692397 0.0963218284396101 -5.65516181032538 1.55699518437056e-08 -0.782745083769451 count 7.95313140176482e-05 Hash ladder
ENSG00000067798.14 NAV3 22 OK DexTRUE -1.34271597380828 0.221823561480838 -6.05308094795992 1.42101414116146e-09 -1.85591413433495 count 7.28411848759364e-06 Hash ladder
ENSG00000069020.18 MAST4 26 OK DexTRUE -1.10378895903197 0.200545219879721 -5.50394050625577 3.71394924321116e-08 -1.53651005190101 count 0.000189225713941609 Hash ladder
ENSG00000069188.16 SDK2 34 OK DexTRUE 1.50736588173067 0.295286361249776 5.10475958100761 3.31215334616887e-07 2.03450992803271 count 0.0016809178231807 Hash ladder
ENSG00000073282.12 TP63 48 OK DexTRUE -1.57081809124324 0.220353307712617 -7.12863404479448 1.01369849688266e-12 -2.21823168723519 count 5.22967054541764e-09 Hash ladder
ENSG00000073417.14 PDE8A 259 OK DexTRUE -0.386013493359773 0.0871534414962316 -4.42912507794042 9.46161408230026e-06 -0.55436384562187 count 0.0475351491494765 Hash ladder
ENSG00000073756.11 PTGS2 52 OK DexTRUE -1.10779362355248 0.205117550005284 -5.40077445115713 6.63538105150385e-08 -1.55560459852915 count 0.000337608187900516 Hash ladder
ENSG00000075213.10 SEMA3A 47 OK DexTRUE -0.967659944802567 0.216548549919797 -4.46855887587776 7.87483389107593e-06 -1.36522885244048 count 0.0396025396382209 Hash ladder
ENSG00000075651.15 PLD1 54 OK DexTRUE -0.839752282381634 0.18804843539768 -4.46561695983137 7.98383411029569e-06 -1.18149613635933 count 0.0401407358266685 Hash ladder
ENSG00000078114.18 NEBL 147 OK DexTRUE 1.01414303415582 0.151825859796302 6.67964624416714 2.39519715053909e-11 1.44935910817381 count 1.23352653252763e-07 Hash ladder
ENSG00000084733.10 RAB10 334 OK DexTRUE -0.515004084511788 0.0762951060864659 -6.75015883624474 1.47683390131984e-11 -0.740207289810477 count 7.60864825959981e-08 Hash ladder
ENSG00000089902.9 RCOR1 113 OK DexTRUE 0.6429686522769 0.143306995033936 4.48665225395759 7.23510195082849e-06 0.912668285158664 count 0.0363925628126673 Hash ladder
ENSG00000091129.19 NRCAM 403 OK DexTRUE 0.464311241520168 0.0859112205418186 5.40454714287474 6.49723340783235e-08 0.668611418843043 count 0.000330644208124588 Hash ladder
ENSG00000096060.14 FKBP5 211 OK DexTRUE 2.43759778671414 0.163133039142077 14.9423918020136 1.74594324002314e-50 3.4679955622362 count 9.06842918868019e-47 Hash ladder
ENSG00000099139.13 PCSK5 122 OK DexTRUE 0.751150267562544 0.165748709891318 4.53186192553217 5.84660616817815e-06 1.07069632515808 count 0.0294259688444406 Hash ladder
ENSG00000099194.5 SCD 409 OK DexTRUE -0.331484594742397 0.0749042294025134 -4.42544563086146 9.62433952564263e-06 -0.477216689667415 count 0.0483334330977773 Hash ladder
ENSG00000099219.13 ERMP1 84 OK DexTRUE -0.768424773937265 0.152543789385965 -5.03740451860024 4.71886820214749e-07 -1.09220957351299 count 0.00239293806530899 Hash ladder
ENSG00000099250.17 NRP1 259 OK DexTRUE -0.48301686305685 0.0965468305389319 -5.00292822002144 5.64659701609386e-07 -0.693478224159182 count 0.00286169536775637 Hash ladder
ENSG00000100266.18 PACSIN2 169 OK DexTRUE 1.06107186179151 0.126162492099683 8.41035908638467 4.08757374413492e-17 1.51609200016144 count 2.11613692733865e-13 Hash ladder
ENSG00000100994.11 PYGB 218 OK DexTRUE 0.909312916126138 0.10487868783365 8.67014009145896 4.31589050850298e-18 1.30011223433629 count 2.23519969435369e-14 Hash ladder
ENSG00000101871.14 MID1 249 OK DexTRUE -0.869023569838479 0.104605450496252 -8.3076318271734 9.7630893551864e-17 -1.24846848887645 count 5.05337505024448e-13 Hash ladder
ENSG00000102780.16 DGKH 94 OK DexTRUE 0.688222039511045 0.139797988168762 4.92297527687045 8.52382248326427e-07 0.978278774805369 count 0.00431816847002168 Hash ladder
ENSG00000102908.20 NFAT5 228 OK DexTRUE -0.61875092034515 0.0944411610352447 -6.55170810653457 5.68826460870875e-11 -0.887432789796738 count 2.92604331471978e-07 Hash ladder
ENSG00000103222.18 ABCC1 294 OK DexTRUE -0.480691378638922 0.0832751189541375 -5.7723289342121 7.81833023509476e-09 -0.69046757340483 count 3.99751224920395e-05 Hash ladder
ENSG00000104419.14 NDRG1 54 OK DexTRUE 1.06328459477579 0.231366735518751 4.59566753358809 4.31366036748617e-06 1.48188065865783 count 0.0217451619124978 Hash ladder
ENSG00000106366.8 SERPINE1 104 OK DexTRUE 0.997510065167641 0.205198881029869 4.86118667003082 1.16684156692671e-06 1.42405876288109 count 0.00590421832864915 Hash ladder
ENSG00000106799.12 TGFBR1 89 OK DexTRUE 1.17041208250707 0.160264629261018 7.30299684904806 2.814277760167e-13 1.65587621986335 count 1.45301160757422e-09 Hash ladder
ENSG00000106853.18 PTGR1 334 OK DexTRUE -0.702725678991741 0.0895797593653155 -7.8446926400634 4.34015174302987e-15 -1.01084642238632 count 2.24516049666935e-11 Hash ladder
ENSG00000107249.21 GLIS3 348 OK DexTRUE 0.669981402306159 0.0954003870192045 7.02283736198354 2.17407234431829e-12 0.964284617086403 count 1.12116910796494e-08 Hash ladder
ENSG00000107745.18 MICU1 105 OK DexTRUE -0.647315259499287 0.142472622720222 -4.54343611523485 5.53445835764459e-06 -0.922888532342629 count 0.0278604633723829 Hash ladder
ENSG00000109814.11 UGDH 313 OK DexTRUE -0.400826632672842 0.0818232665531382 -4.89868773953842 9.64788278815703e-07 -0.576492128935619 count 0.0048847230556439 Hash ladder
ENSG00000110328.5 GALNT18 137 OK DexTRUE 1.79779115090563 0.183405692400564 9.80226473548703 1.10089180456296e-22 2.54448541082477 count 5.70812400665895e-19 Hash ladder
ENSG00000110721.11 CHKA 121 OK DexTRUE 1.04975800344301 0.159731492972317 6.57201647532928 4.96383688630574e-11 1.49319868643083 count 2.5538940780043e-07 Hash ladder
ENSG00000111696.11 NT5DC3 65 OK DexTRUE 1.25232864438456 0.233868751429782 5.35483529427645 8.56343859002211e-08 1.74197650712827 count 0.000435536486688525 Hash ladder
ENSG00000111846.16 GCNT2 57 OK DexTRUE -0.83064460594956 0.157755027291459 -5.26540814711985 1.39878243254761e-07 -1.16880365532756 count 0.000710581475734186 Hash ladder
ENSG00000111912.19 NCOA7 59 OK DexTRUE -0.841338203552635 0.151752985513239 -5.54412949904856 2.95420144521878e-08 -1.18269528419056 count 0.000150664273706158 Hash ladder
ENSG00000112541.13 PDE10A 273 OK DexTRUE -0.68578222645834 0.104340032625249 -6.57257055804668 4.9453939234387e-11 -0.985994971925039 count 2.54489971300155e-07 Hash ladder
ENSG00000113532.12 ST8SIA4 47 OK DexTRUE -1.12559536867799 0.214570001831745 -5.24581888926219 1.55589688386805e-07 -1.56404060776735 count 0.000790240027316583 Hash ladder
ENSG00000113580.14 NR3C1 209 OK DexTRUE -0.543975185275176 0.101688818496437 -5.3494100267694 8.82414163911486e-08 -0.780069485620495 count 0.000448707602348991 Hash ladder
ENSG00000113742.12 CPEB4 97 OK DexTRUE 0.78573561037764 0.144603498588393 5.43372475803092 5.51896901556617e-08 1.11322852573777 count 0.000281025902272629 Hash ladder
ENSG00000114346.13 ECT2 104 OK DexTRUE -0.654998308225744 0.130208267992288 -5.0303895315199 4.89484346751918e-07 -0.932998209806608 count 0.00248168563803222 Hash ladder
ENSG00000115112.7 TFCP2L1 52 OK DexTRUE 2.17422403672643 0.323711804004253 6.71654233744859 1.8608725934444e-11 2.95431553282421 count 9.5853547288321e-08 Hash ladder
ENSG00000115504.14 EHBP1 365 OK DexTRUE -0.5371546980395 0.0728638433756296 -7.3720335512683 1.68044708865154e-13 -0.772722210645629 count 8.68623100123981e-10 Hash ladder
ENSG00000115756.12 HPCAL1 110 OK DexTRUE 0.907704435131025 0.140790427484389 6.44720277755868 1.13933308910438e-10 1.28902660840527 count 5.85617207799651e-07 Hash ladder
ENSG00000115919.14 KYNU 329 OK DexTRUE -0.611210964709336 0.0835237654454788 -7.31780902656157 2.5205221086686e-13 -0.878705337103824 count 1.30184966912733e-09 Hash ladder
ENSG00000116044.15 NFE2L2 108 OK DexTRUE -0.744893596753555 0.135574627563918 -5.49434366989037 3.92166139684914e-08 -1.06087920043913 count 0.000199769431555495 Hash ladder
ENSG00000116285.12 ERRFI1 188 OK DexTRUE 1.33427023858321 0.128134560397305 10.4130394988367 2.16206217563702e-25 1.90626001768592 count 1.12167785672049e-21 Hash ladder
ENSG00000117868.15 ESYT2 197 OK DexTRUE 0.661988785371664 0.117072918488563 5.65449972477053 1.56300848602498e-08 0.947854455024587 count 7.98228433812957e-05 Hash ladder
ENSG00000118689.14 FOXO3 43 OK DexTRUE 1.67021405214183 0.244972352102963 6.81796961087195 9.23361676997786e-12 2.29694250204603 count 4.75900608324659e-08 Hash ladder
ENSG00000119314.15 PTBP3 154 OK DexTRUE -0.567021810590731 0.124204528212731 -4.5652265561491 4.98955188420379e-06 -0.812243224507296 count 0.0251273832888503 Hash ladder
ENSG00000120129.5 DUSP1 103 OK DexTRUE 1.58688231581033 0.200858391837545 7.90050294285839 2.77780281593796e-15 2.24296759928721 count 1.4372351769663e-11 Hash ladder
ENSG00000122786.19 CALD1 208 OK DexTRUE 0.997184911114929 0.113543368247814 8.78241438935055 1.60002347845332e-18 1.42866942288852 count 8.2881216183882e-15 Hash ladder
ENSG00000122870.11 BICC1 149 OK DexTRUE -0.654490230494383 0.126800295694572 -5.16158284102801 2.44870484478528e-07 -0.937605316600649 count 0.00124296257921301 Hash ladder
ENSG00000124782.19 RREB1 79 OK DexTRUE 0.809108369529641 0.14488338907328 5.5845488893168 2.34307600138161e-08 1.14601192454215 count 0.000119567168350504 Hash ladder
ENSG00000124882.3 EREG 57 OK DexTRUE -1.15107233506642 0.193651949521267 -5.94402657919026 2.78104477468973e-09 -1.61877922219625 count 1.42361682016367e-05 Hash ladder
ENSG00000124942.13 AHNAK 262 OK DexTRUE 0.663277807164081 0.10457868959804 6.34238017050572 2.26242172464807e-10 0.952104402299216 count 1.16220603995171e-06 Hash ladder
ENSG00000125148.6 MT2A 68 OK DexTRUE 1.12913067194548 0.178864920668925 6.31275639584736 2.74108797742516e-10 1.59635228707408 count 1.40782278520556e-06 Hash ladder
ENSG00000125257.13 ABCC4 232 OK DexTRUE 0.520119979775644 0.108783410784871 4.78124353725428 1.74214154936749e-06 0.746411845277707 count 0.00880652553205266 Hash ladder
ENSG00000125968.8 ID1 122 OK DexTRUE 0.696706310876857 0.134770030755555 5.16959376629171 2.34603402153703e-07 0.991288015514737 count 0.00119108147273435 Hash ladder
ENSG00000126870.15 WDR60 46 OK DexTRUE 1.01669108550351 0.187629825182116 5.41860061169217 6.00673330789066e-08 1.42285662731946 count 0.000305742725371635 Hash ladder
ENSG00000128016.5 ZFP36 38 OK DexTRUE 1.66141106540197 0.245789041166897 6.7595001693905 1.38468598285712e-11 2.26374885409005 count 7.13528686966274e-08 Hash ladder
ENSG00000128512.20 DOCK4 141 OK DexTRUE 0.874061477761868 0.148014506573386 5.9052419792955 3.52129506387478e-09 1.24787678500036 count 1.80149455467834e-05 Hash ladder
ENSG00000128641.18 MYO1B 101 OK DexTRUE -0.674034406991904 0.12191211240065 -5.52885512127594 3.2232739419388e-08 -0.960448381893988 count 0.000164290272820621 Hash ladder
ENSG00000129595.12 EPB41L4A 142 OK DexTRUE 0.780956769187476 0.148118472038028 5.27251434910138 1.34567312420366e-07 1.11432981321621 count 0.00068373651440788 Hash ladder
ENSG00000130449.5 ZSWIM6 121 OK DexTRUE -0.76550038940397 0.117797511558671 -6.49844278775533 8.11556465533943e-11 -1.09220793881819 count 4.17383490224107e-07 Hash ladder
ENSG00000130779.19 CLIP1 157 OK DexTRUE -0.555942607346264 0.113834918262816 -4.88376164212402 1.04080882830027e-06 -0.795705080373503 count 0.00526857428885597 Hash ladder
ENSG00000131016.16 AKAP12 99 OK DexTRUE 0.906363768253851 0.161918139117442 5.59766665547244 2.17255971940989e-08 1.29059962867403 count 0.000110887448078681 Hash ladder
ENSG00000131746.12 TNS4 85 OK DexTRUE 1.3582842407631 0.241238346788197 5.63046571511968 1.79723665812353e-08 1.9262346221445 count 9.17669037637874e-05 Hash ladder
ENSG00000135525.18 MAP7 241 OK DexTRUE -0.72453529969768 0.109001301524503 -6.64703347174992 2.99059041434068e-11 -1.04053782705179 count 1.53925688626115e-07 Hash ladder
ENSG00000135749.18 PCNX2 167 OK DexTRUE -0.529858371623977 0.119354040378697 -4.43938361820678 9.0216884122476e-06 -0.759441173302228 count 0.0453430059599564 Hash ladder
ENSG00000135905.18 DOCK10 141 OK DexTRUE -0.658956256554165 0.136187507245695 -4.83859547678883 1.30759877901958e-06 -0.943279752819751 count 0.00661514222306005 Hash ladder
ENSG00000136205.16 TNS3 213 OK DexTRUE -0.567880019205334 0.121190140936724 -4.68585987949166 2.78786955670517e-06 -0.815004331174433 count 0.014070377652691 Hash ladder
ENSG00000136802.11 LRRC8A 45 OK DexTRUE 0.920339175575776 0.192590520042459 4.77873560636772 1.76400973441489e-06 1.28566646612107 count 0.00891530519773285 Hash ladder
ENSG00000137449.15 CPEB2 51 OK DexTRUE -0.994001322654851 0.166324239050817 -5.97628660938082 2.28281234756548e-09 -1.40797261789741 count 1.1694847656578e-05 Hash ladder
ENSG00000137486.16 ARRB1 101 OK DexTRUE 1.05946841193374 0.184171319722701 5.75262431484416 8.78686087663261e-09 1.49982377967635 count 4.49096459404693e-05 Hash ladder
ENSG00000138696.10 BMPR1B 214 OK DexTRUE -0.591967229209573 0.102670145968059 -5.76571917404051 8.13103557780991e-09 -0.849796214144804 count 4.15658538737643e-05 Hash ladder
ENSG00000139132.14 FGD4 276 OK DexTRUE 1.88137484059922 0.11156879886998 16.8629120296592 8.43298314101635e-64 2.695732913726 count 4.38093474175799e-60 Hash ladder
ENSG00000140455.16 USP3 108 OK DexTRUE -0.550548875955883 0.116483596701256 -4.72640690661252 2.28527487556231e-06 -0.783922130698812 count 0.0115429233964652 Hash ladder
ENSG00000140526.17 ABHD2 195 OK DexTRUE 0.781718230371283 0.108794912100561 7.18524621490323 6.70861793057064e-13 1.11837561509987 count 3.46231771396751e-09 Hash ladder
ENSG00000140859.15 KIFC3 106 OK DexTRUE -0.988569995861322 0.161153571626361 -6.13433500656968 8.55161437481728e-10 -1.40807624110799 count 4.38697817428126e-06 Hash ladder
ENSG00000141446.10 ESCO1 26 OK DexTRUE -1.07426579968575 0.236069685300965 -4.5506300324676 5.34855209451941e-06 -1.48175230493629 count 0.0269299597959052 Hash ladder
ENSG00000141449.14 GREB1L 37 OK DexTRUE 1.14568183430752 0.248603850164949 4.6084637609086 4.0565505881478e-06 1.54809087741609 count 0.0204531280654412 Hash ladder
ENSG00000143797.11 MBOAT2 121 OK DexTRUE 1.19594928084265 0.159577861609924 7.49445611551091 6.65738369332477e-14 1.69859759989748 count 3.44186736944891e-10 Hash ladder
ENSG00000143819.12 EPHX1 197 OK DexTRUE -0.454972724461408 0.0957327025727371 -4.75253191683085 2.00885046200197e-06 -0.652333985030345 count 0.010148712534034 Hash ladder
ENSG00000143924.18 EML4 164 OK DexTRUE -0.464988094372854 0.0945377365329225 -4.91854482057462 8.71899544247253e-07 -0.665718763039764 count 0.00441529929206809 Hash ladder
ENSG00000144366.15 GULP1 146 OK DexTRUE -0.779456889522343 0.106944164441451 -7.28844714055506 3.13547864355808e-13 -1.11589915440647 count 1.61853407580468e-09 Hash ladder
ENSG00000144455.13 SUMF1 102 OK DexTRUE -0.727851619077707 0.151805394201653 -4.79463607275282 1.62970413413631e-06 -1.03779974424056 count 0.00824141380632732 Hash ladder
ENSG00000145555.14 MYO10 247 OK DexTRUE -0.557986736724301 0.101062908737073 -5.52118223883669 3.3672631658073e-08 -0.801050119670296 count 0.00017159573092954 Hash ladder
ENSG00000145685.13 LHFPL2 192 OK DexTRUE 0.723387283656091 0.121470957671539 5.95522829096441 2.59709042738204e-09 1.03504620723676 count 1.32997000786234e-05 Hash ladder
ENSG00000146376.10 ARHGAP18 82 OK DexTRUE -1.19506815214147 0.186776339345418 -6.39839155392886 1.5702220440826e-10 -1.69556550185235 count 8.0678008624964e-07 Hash ladder
ENSG00000146477.5 SLC22A3 212 OK DexTRUE 0.805611201335356 0.109920462082461 7.32903761568069 2.3181132116976e-13 1.15360714040203 count 1.19753728516298e-09 Hash ladder
ENSG00000146555.18 SDK1 37 OK DexTRUE 1.3752934930738 0.279542240482824 4.91980564618212 8.66301904674649e-07 1.88277788459483 count 0.0043878191471771 Hash ladder
ENSG00000147642.16 SYBU 129 OK DexTRUE 1.79221539125504 0.184687374578296 9.70404931764975 2.89764918183452e-22 2.5383871243894 count 1.50214133586301e-18 Hash ladder
ENSG00000148120.16 C9orf3 304 OK DexTRUE -0.665771414417297 0.0813446131700822 -8.18457902092724 2.73257188728153e-16 -0.956336999178919 count 1.41410595166819e-12 Hash ladder
ENSG00000148175.12 STOM 171 OK DexTRUE 0.994673695314363 0.13254986453882 7.50414720358351 6.18297929430104e-14 1.42443330764204 count 3.19721859308307e-10 Hash ladder
ENSG00000149177.12 PTPRJ 282 OK DexTRUE 0.55741628163042 0.100097799840808 5.56871662031449 2.5662245046722e-08 0.800605387211659 count 0.000130903111983329 Hash ladder
ENSG00000151012.13 SLC7A11 340 OK DexTRUE -0.762430214438566 0.0809214165936329 -9.42185945986708 4.43169138562379e-21 -1.09704465612686 count 2.29694564516881e-17 Hash ladder
ENSG00000151136.14 BTBD11 378 OK DexTRUE 1.15387670228251 0.0828090414011104 13.9341874118958 3.92643668134383e-44 1.66013436782304 count 2.03899856862185e-40 Hash ladder
ENSG00000153113.23 CAST 325 OK DexTRUE -0.418465818608256 0.0788637636703329 -5.30618625250415 1.11942578855914e-07 -0.601382582954001 count 0.000568892185745755 Hash ladder
ENSG00000153956.15 CACNA2D1 244 OK DexTRUE -0.546574803965758 0.102341103070479 -5.34071636485442 9.25800088870591e-08 -0.785124359793771 count 0.000470676765181808 Hash ladder
ENSG00000154217.14 PITPNC1 76 OK DexTRUE 1.04784276694417 0.189113683849353 5.54080881729783 3.01077779047969e-08 1.47063585720759 count 0.000153519559536559 Hash ladder
ENSG00000154447.14 SH3RF1 97 OK DexTRUE -0.697421989503286 0.154260708418928 -4.52106046090032 6.1530609508833e-06 -0.991817867636959 count 0.0309622027048448 Hash ladder
ENSG00000156026.14 MCU 189 OK DexTRUE -1.04214592006442 0.101957690048629 -10.2213567173536 1.59098340658226e-24 -1.49234480558925 count 8.25243092994218e-21 Hash ladder
ENSG00000156535.13 CD109 155 OK DexTRUE 0.554798848117368 0.118787163934781 4.67052861386584 3.00425629964888e-06 0.792680365325803 count 0.0151594772880282 Hash ladder
ENSG00000156675.15 RAB11FIP1 77 OK DexTRUE 1.17036534868367 0.197636300914666 5.92181367120916 3.18410275641858e-09 1.65684204620204 count 1.62962379073503e-05 Hash ladder
ENSG00000157110.15 RBPMS 84 OK DexTRUE -0.646429511937978 0.13096341476966 -4.93595492355575 7.9759529118334e-07 -0.918694934086522 count 0.00404141534042598 Hash ladder
ENSG00000157168.18 NRG1 232 OK DexTRUE -0.758895436749558 0.106518098840131 -7.12456798434374 1.04407646560979e-12 -1.08985043280445 count 5.3853464096153e-09 Hash ladder
ENSG00000157514.16 TSC22D3 38 OK DexTRUE 2.64574424536422 0.439225306057318 6.02366077017192 1.70515567099788e-09 3.36215822577157 count 8.73892281386414e-06 Hash ladder
ENSG00000157600.11 TMEM164 142 OK DexTRUE 0.757963144640574 0.128215563744088 5.91163133793515 3.38736012072359e-09 1.0808564776406 count 1.73331217377426e-05 Hash ladder
ENSG00000161011.19 SQSTM1 368 OK DexTRUE -0.464209179017294 0.0720248559063736 -6.44512471667736 1.15505394979747e-10 -0.667601436520341 count 5.9358222480092e-07 Hash ladder
ENSG00000163110.14 PDLIM5 245 OK DexTRUE -0.545813955724518 0.0917751617667255 -5.94729494579231 2.72609941823895e-09 -0.783145243073262 count 1.39576290213834e-05 Hash ladder
ENSG00000163171.7 CDC42EP3 98 OK DexTRUE 1.05100036982376 0.169235171297537 6.21029518725732 5.28851635040194e-10 1.4893564868171 count 2.71459544266132e-06 Hash ladder
ENSG00000163435.15 ELF3 94 OK DexTRUE -0.754954285530411 0.12542780319367 -6.01903458649198 1.75460380196246e-09 -1.06939797691509 count 8.99058988125564e-06 Hash ladder
ENSG00000163659.12 TIPARP 45 OK DexTRUE 1.05562514470339 0.188225986277091 5.60828589921364 2.04340275859022e-08 1.48183814046039 count 0.000104315710826031 Hash ladder
ENSG00000165092.12 ALDH1A1 508 OK DexTRUE -0.249589855203309 0.0531778327075834 -4.693494309476 2.68577464994008e-06 -0.3599660290777 count 0.0135577904328975 Hash ladder
ENSG00000166689.15 PLEKHA7 204 OK DexTRUE 0.940566307247642 0.122840868669492 7.65678651929978 1.90643143731746e-14 1.34723046174509 count 9.8600633938059e-11 Hash ladder
ENSG00000167772.11 ANGPTL4 109 OK DexTRUE 2.80516233300779 0.257759262289402 10.8828769453036 1.39102117129448e-27 3.91435179389081 count 7.21939987901835e-24 Hash ladder
ENSG00000168497.4 CAVIN2 53 OK DexTRUE 1.43930070487935 0.25782689051095 5.58243052936411 2.37180360756339e-08 1.99335378770833 count 0.000121009420057884 Hash ladder
ENSG00000170456.15 DENND5B 171 OK DexTRUE -0.705845763227204 0.116010665343076 -6.08431786111923 1.16988308576817e-09 -1.01155863656466 count 5.99916046381918e-06 Hash ladder
ENSG00000170485.16 NPAS2 171 OK DexTRUE -0.616313542797646 0.107807805399582 -5.71678034362468 1.08561300521607e-08 -0.881645427067012 count 5.54748245665412e-05 Hash ladder
ENSG00000170624.13 SGCD 78 OK DexTRUE -0.796259737482233 0.165879507381652 -4.8002296971513 1.58483750857121e-06 -1.13234210944951 count 0.00801610811835318 Hash ladder
ENSG00000170776.21 AKAP13 397 OK DexTRUE 0.875505247130922 0.0731718397908911 11.9650571809172 5.41602662524494e-33 1.2593023581006 count 2.81200102382717e-29 Hash ladder
ENSG00000170871.11 KIAA0232 122 OK DexTRUE 0.713553030263782 0.128899284275299 5.53574082490479 3.09915568803296e-08 1.01413861798068 count 0.00015799495697592 Hash ladder
ENSG00000170921.15 TANC2 229 OK DexTRUE 0.988066232359578 0.112194771857493 8.80670476886925 1.28878553778074e-18 1.41673832069912 count 6.67719787124201e-15 Hash ladder
ENSG00000171408.13 PDE7B 81 OK DexTRUE -1.20804431976613 0.172054372137607 -7.02129393608176 2.19822842474339e-12 -1.7187046839409 count 1.13340657579769e-08 Hash ladder
ENSG00000171843.15 MLLT3 157 OK DexTRUE -0.569601259538414 0.128538473877991 -4.43136784149998 9.36371960858379e-06 -0.81486893757139 count 0.0470526910331335 Hash ladder
ENSG00000171889.3 MIR31HG 304 OK DexTRUE -0.453788689741848 0.101618123472309 -4.46562753016695 7.98343990188315e-06 -0.652607184955933 count 0.0401407358266685 Hash ladder
ENSG00000172159.15 FRMD3 201 OK DexTRUE 0.574652456885292 0.122049423913208 4.70835861784927 2.49719479452926e-06 0.822367409992236 count 0.0126108337123728 Hash ladder
ENSG00000172216.5 CEBPB 34 OK DexTRUE 1.20155654320305 0.236681412032165 5.07668317881998 3.84080506767408e-07 1.65930513284599 count 0.00194805633032429 Hash ladder
ENSG00000172965.14 MIR4435-2HG 43 OK DexTRUE -1.00778742408652 0.223128604587896 -4.51662137155312 6.28341090528671e-06 -1.40810156509149 count 0.0316118402644974 Hash ladder
ENSG00000173744.17 AGFG1 145 OK DexTRUE -0.456951259981875 0.0997123921204225 -4.58269278536629 4.59026181921726e-06 -0.653044599415205 count 0.0231303293070358 Hash ladder
ENSG00000173821.19 RNF213 236 OK DexTRUE -0.419480145202294 0.0823440091359325 -5.09424000123459 3.50142982388532e-07 -0.601900377811747 count 0.00177662549263941 Hash ladder
ENSG00000174106.2 LEMD3 61 OK DexTRUE -1.2980815289372 0.181363786416178 -7.15733584188895 8.22600018549069e-13 -1.8439343049607 count 4.2446160957132e-09 Hash ladder
ENSG00000175115.11 PACS1 244 OK DexTRUE 0.710926705916112 0.109429607778662 6.49665771766331 8.21240156127297e-11 1.01924405651338 count 4.22281688280656e-07 Hash ladder
ENSG00000176788.8 BASP1 101 OK DexTRUE -0.89216491459132 0.127225172329616 -7.01248737380283 2.34117994582174e-12 -1.27028383968567 count 1.20687826207111e-08 Hash ladder
ENSG00000177426.20 TGIF1 67 OK DexTRUE -0.795142451843563 0.137590242904945 -5.77906132771994 7.51185431159638e-09 -1.12974451071235 count 3.84156229495039e-05 Hash ladder
ENSG00000178295.14 GEN1 75 OK DexTRUE -0.622152620099846 0.134223535029287 -4.63519769438419 3.56596512868865e-06 -0.883027026716178 count 0.0179831621439769 Hash ladder
ENSG00000178726.6 THBD 86 OK DexTRUE 1.47017772161616 0.227439403573243 6.46404140407759 1.01942959299717e-10 2.07242445649681 count 5.24088753759845e-07 Hash ladder
ENSG00000181722.16 ZBTB20 461 OK DexTRUE 0.428338980553997 0.0705971875827884 6.06736606967082 1.30024964937996e-09 0.617260473003912 count 6.66637995237105e-06 Hash ladder
ENSG00000182197.10 EXT1 181 OK DexTRUE -0.578620229895811 0.115040454503919 -5.02971091683317 4.91219880945506e-07 -0.828976329121888 count 0.00248999357651277 Hash ladder
ENSG00000182247.9 UBE2E2 194 OK DexTRUE 0.780034624827945 0.106717986849434 7.30930790447238 2.68521827407162e-13 1.11715938681127 count 1.38664671673058e-09 Hash ladder
ENSG00000184588.17 PDE4B 228 OK DexTRUE -0.757462541023303 0.113723371357326 -6.66057057562342 2.7276654395812e-11 -1.08679919382008 count 1.4042021682964e-07 Hash ladder
ENSG00000185477.4 GPRIN3 71 OK DexTRUE -0.846495994727394 0.18425527952409 -4.59414784159128 4.34521247836825e-06 -1.19540585407174 count 0.021899870890976 Hash ladder
ENSG00000185630.18 PBX1 160 OK DexTRUE -0.843730280846899 0.11505297914545 -7.33340663678302 2.24374810351155e-13 -1.20748146198174 count 1.15934464508442e-09 Hash ladder
ENSG00000188158.14 NHS 38 OK DexTRUE -1.0000088934128 0.225938644776217 -4.42601970284129 9.59877606147285e-06 -1.40240922400821 count 0.0482146521567781 Hash ladder
ENSG00000198074.9 AKR1B10 501 OK DexTRUE -0.37715086000255 0.0598497775499256 -6.30162509272382 2.94540922143751e-10 -0.543796336893475 count 1.51246763520816e-06 Hash ladder
