Cell hash_umis pval qval top_to_second_best_ratio top_oligo top_hash_umi
G04_B03_RT_4 213 1.51074084195707e-169 1.51074084195707e-168 Inf D7 194
G04_B03_RT_47 154 1.55806083948912e-164 1.40225475554021e-163 Inf A7 150
G04_B03_RT_53 323 1.04791323482928e-320 1.467078528761e-319 Inf D7 321
G04_B03_RT_54 7 1.02535535728586e-10 3.07606607185758e-10 3.63414634146341 F8 3
G04_B03_RT_6 524 0 0 Inf D7 521
G04_B03_RT_72 20 5.89823314774633e-20 2.35929325909853e-19 Inf E8 19
G04_B03_RT_77 33 3.00786018351785e-34 1.50393009175892e-33 Inf E8 31
G04_B03_RT_9 73 0.804892215106062 0.804892215106062 Inf B8 68
G04_C03_RT_1 49 1.71620465219429e-110 1.37296372175543e-109 140.676470588235 E8 45
G04_C03_RT_10 46 8.36190880258641e-243 8.36190880258641e-242 Inf A8 44
G04_C03_RT_11 16 9.63829115543334e-29 1.92765823108667e-28 Inf C8 14
G04_C03_RT_20 433 0 0 30.265841223598 D8 399
G04_C03_RT_22 324 0 0 Inf C7 320
G04_C03_RT_24 38 5.05140490302237e-96 2.52570245151118e-95 Inf C8 37
G04_C03_RT_29 151 0 0 Inf E8 142
G04_C03_RT_54 48 6.60840556362612e-102 3.96504333817567e-101 Inf C8 43
G04_C03_RT_59 109 2.35169197996696e-78 7.05507593990089e-78 Inf D7 105
G04_C03_RT_61 510 0 0 11.1764705882353 C7 456
G04_C03_RT_66 91 0 0 Inf B7 89
G04_C03_RT_67 101 1.376033338911e-201 1.2384300050199e-200 362.321428571429 D8 97
G04_C03_RT_7 123 3.31192481079603e-88 1.32476992431841e-87 Inf D7 118
G04_C03_RT_70 11 9.83827102326679e-106 6.88678971628676e-105 2.63787375415282 F8 7
G04_C03_RT_75 2 2.17597369556764e-08 2.17597369556764e-08 1.63768115942029 F8 1
G04_C03_RT_78 95 7.73675570584154e-301 8.51043127642569e-300 Inf B8 94
G04_C03_RT_9 182 0 0 Inf D8 180
G05_B02_RT_13 171 6.69511784844593e-155 8.03414141813511e-154 6.89230769230769 A7 153
G05_B02_RT_2 104 2.2731368474512e-314 3.63701895592193e-313 Inf E7 101
G05_B02_RT_3 25 1.5204659037324e-56 6.08186361492959e-56 Inf B8 22
G05_B02_RT_35 142 0 0 130.446153846154 D8 137
G05_B02_RT_36 33 0.0774942880419432 0.154988576083886 Inf C8 30
G05_B02_RT_37 74 1.29175653675808e-100 1.16258088308227e-99 3.21128205128205 B7 55
G05_B02_RT_38 34 0.991976906021777 0.991976906021777 Inf C8 33
G05_B02_RT_4 101 3.45496681366417e-100 2.76397345093134e-99 Inf A7 101
G05_B02_RT_43 14 4.34403534775899e-91 2.60642120865539e-90 70.6666666666667 A8 10
G05_B02_RT_50 53 1.31936077780826e-105 1.31936077780826e-104 Inf B7 53
G05_B02_RT_53 30 1.10277797565041e-78 5.51388987825206e-78 Inf B8 28
G05_B02_RT_54 57 1.6890009771447e-228 2.19570127028811e-227 Inf F7 55
G05_B02_RT_59 131 3.21114380023617e-129 3.53225818025979e-128 Inf A7 130
G05_B02_RT_6 13 1.61296584876625e-15 4.83889754629874e-15 Inf E8 13
G05_B02_RT_68 579 1.20811047353932e-293 1.81216571030899e-292 Inf D7 578
G05_B02_RT_76 31 0 0 Inf A8 30
G05_B02_RT_77 137 0 0 Inf B8 131
G05_B02_RT_86 99 3.30458234751458e-93 2.3132076432602e-92 Inf A7 97
G05_B02_RT_9 89 1.49355067277281e-268 2.09097094188194e-267 80.5230769230769 E7 86
G05_B03_RT_0 168 2.55402936037735e-65 2.04322348830188e-64 108.634146341463 D7 166
G05_B03_RT_10 111 3.4417112050189e-80 3.78588232552079e-79 Inf C7 110
G05_B03_RT_12 316 1.01920935592342e-126 1.42689309829278e-125 206.09756097561 D7 314
G05_B03_RT_15 102 7.31101018986483e-66 6.57990917087835e-65 Inf C7 97
G05_B03_RT_16 178 4.26320374976289e-71 4.26320374976289e-70 Inf D7 178
G05_B03_RT_18 250 4.89127771911637e-98 5.86953326293964e-97 161.634146341463 D7 247
G05_B03_RT_21 117 0 0 Inf A7 116
G05_B03_RT_26 81 6.21633749439986e-30 3.10816874719993e-29 Inf D7 80
G05_B03_RT_27 47 0.13721123924892 0.411633717746759 44 B8 44
G05_B03_RT_29 381 0 0 6.62877539813289 F7 313
G05_B03_RT_3 110 0 0 Inf A7 107
G05_B03_RT_31 13 0.625694603635634 0.625694603635634 Inf C8 11
G05_B03_RT_35 13 9.13917801665093e-23 3.65567120666037e-22 Inf A8 9
G05_B03_RT_38 310 6.76054106868723e-126 8.7887033892934e-125 Inf D7 310
G05_B03_RT_5 22 0.310693903594924 0.621387807189849 Inf C8 20
G05_B03_RT_52 41 4.57326060763817e-54 3.20128242534672e-53 Inf E8 39
G05_B03_RT_60 353 5.2006385122935e-266 9.36114932212829e-265 Inf C7 352
G05_B03_RT_68 192 2.70272560878744e-140 4.3243609740599e-139 Inf C7 190
G05_B03_RT_7 188 3.04740683835867e-137 4.571110257538e-136 Inf C7 186
G05_B03_RT_71 277 5.19231003280015e-285 9.86538906232028e-284 Inf E7 276
G05_B03_RT_82 23 3.85422247370149e-33 2.3125334842209e-32 Inf E8 23
G05_B03_RT_87 191 1.27579177576599e-194 2.16884601880219e-193 Inf E7 190
G05_C03_RT_1 31 9.75448196272348e-166 1.07299301589958e-164 Inf B8 31
G05_C03_RT_12 311 2.03559557236205e-227 2.64627424407067e-226 1.38827433628319 B7 174
G05_C03_RT_16 107 5.47400375372721e-59 1.64220112611816e-58 Inf D7 107
G05_C03_RT_2 15 2.09053912688122e-31 2.09053912688122e-31 9.44444444444444 B8 10
G05_C03_RT_22 22 1.90573392767059e-40 3.81146785534119e-40 6.32807570977918 E8 16
G05_C03_RT_24 128 4.67732198911264e-70 2.33866099455632e-69 Inf D7 127
G05_C03_RT_28 32 5.23218414967225e-160 5.23218414967225e-159 Inf B8 31
G05_C03_RT_29 91 2.07758362277103e-141 1.86982526049393e-140 Inf C8 89
G05_C03_RT_3 44 3.93609434133519e-65 1.57443773653408e-64 Inf C8 43
G05_C03_RT_38 23 5.86522640316525e-140 4.6921811225322e-139 58.046511627907 A8 19
G05_C03_RT_4 184 0 0 Inf F7 180
G05_C03_RT_44 15 1.12400719147075e-84 6.74404314882452e-84 Inf F8 14
G05_C03_RT_65 56 1.53772515355313e-196 1.84527018426375e-195 Inf E8 54
G05_C03_RT_77 426 0 0 Inf E7 420
G05_C03_RT_92 207 4.07108602522978e-118 2.84976021766084e-117 Inf D7 206
G06_B02_RT_2 65 0 0 Inf E8 63
G06_B02_RT_26 34 1.65286382433864e-109 1.32229105947091e-108 Inf B8 31
G06_B02_RT_28 50 1.93925078560715e-98 9.69625392803575e-98 Inf C8 46
G06_B02_RT_29 20 9.71782146005893e-78 2.91534643801768e-77 Inf A8 18
G06_B02_RT_30 425 5.38190178167786e-296 8.07285267251679e-295 7.84186046511628 D7 381
G06_B02_RT_34 69 9.97527195385536e-136 8.97774475846982e-135 Inf C8 63
G06_B02_RT_40 157 2.08857407427011e-102 1.25314444456207e-101 Inf D7 157
G06_B02_RT_41 37 4.45594927572063e-52 8.91189855144125e-52 48.6615384615385 E7 35
G06_B02_RT_42 89 4.99669497385704e-181 5.49636447124275e-180 588.615384615385 C8 82
G06_B02_RT_47 273 6.3162055963891e-202 7.57944671566691e-201 Inf F7 271
G06_B02_RT_5 6 8.88268171263159e-24 8.88268171263159e-24 Inf F8 5
G06_B02_RT_65 60 1.05056722661803e-91 4.20226890647211e-91 Inf E7 58
G06_B02_RT_7 322 0 0 Inf C7 319
G06_B02_RT_76 359 0 0 Inf C7 356
G06_B02_RT_8 251 0 0 Inf C7 251
G06_B02_RT_80 78 1.78308091304443e-107 1.2481566391311e-106 Inf A7 78
G06_B02_RT_82 528 9.03862561100503e-274 1.2654075855407e-272 14.2729591836735 F7 443
G06_B02_RT_87 184 4.67551730732106e-250 6.07817249951738e-249 Inf A7 180
G06_B02_RT_90 69 2.45513811621711e-161 2.45513811621711e-160 Inf C8 68
G06_B03_RT_14 57 6.15103899577047e-88 6.15103899577047e-88 Inf C8 54
G06_B03_RT_17 101 7.90057300534135e-314 4.74034380320481e-313 Inf A7 100
G06_B03_RT_18 143 0 0 Inf B7 143
G06_B03_RT_2 1070 0 0 Inf D7 1066
G06_B03_RT_3 169 4.94065645841247e-324 3.95252516672997e-323 6.54699886749717 A7 131
G06_B03_RT_33 263 2.47329262308128e-320 1.7313048361569e-319 Inf C7 261
G06_B03_RT_42 109 0 0 Inf D8 109
G06_B03_RT_43 31 1.40738585808218e-137 2.81477171616435e-137 Inf E8 30
G06_B03_RT_44 127 0 0 Inf D8 125
G06_B03_RT_45 230 0 0 Inf C8 222
G06_B03_RT_52 50 1.31072006693365e-231 3.93216020080096e-231 Inf B7 49
G06_B03_RT_65 223 1.07426985157672e-269 5.37134925788358e-269 Inf C7 221
G06_B03_RT_74 118 0 0 Inf B7 116
G06_B03_RT_75 199 2.88944179677615e-242 1.15577671871046e-241 Inf C7 198
G06_C03_RT_11 34 1.06309871297845e-203 4.25239485191379e-203 69.5 E8 27
G06_C03_RT_23 141 0 0 Inf B7 138
G06_C03_RT_27 572 0 0 Inf C7 569
G06_C03_RT_35 23 4.30279492920581e-112 8.60558985841162e-112 33.3157894736842 A8 20
G06_C03_RT_38 403 0 0 Inf D7 402
G06_C03_RT_48 205 0 0 Inf D8 201
G06_C03_RT_59 250 0 0 Inf D7 250
G06_C03_RT_64 336 0 0 Inf D7 335
G06_C03_RT_66 127 0 0 2.60641269131941 A8 75
G06_C03_RT_69 125 0 0 Inf A7 122
G06_C03_RT_82 6 1.24051037461824e-15 1.24051037461824e-15 1.07046979865772 F8 2
G06_C03_RT_83 36 8.95071602520892e-226 4.47535801260446e-225 Inf A8 35
G06_C03_RT_93 40 1.33458009596903e-189 4.0037402879071e-189 Inf A8 34
G07_B02_RT_1 288 0 0 Inf D8 282
G07_B02_RT_10 29 3.96320118956729e-303 7.92640237913458e-303 9.96892980437284 E8 24
G07_B02_RT_12 52 0 0 105.194968553459 A8 46
G07_B02_RT_19 34 0 0 58.751269035533 C8 32
G07_B02_RT_33 46 0 0 83.7267759562842 B8 42
G07_B02_RT_44 75 0 0 Inf C8 75
G07_B02_RT_54 488 1.25912224817947e-19 1.25912224817947e-19 Inf D7 484
G07_B02_RT_58 155 0 0 Inf B7 150
G07_B02_RT_61 40 0 0 24.5168539325843 A8 36
G07_B02_RT_76 312 0 0 Inf A7 310
G07_B02_RT_77 100 0 0 Inf B7 98
G07_B02_RT_85 203 0 0 Inf D8 200
G07_B03_RT_12 44 2.19351167084951e-63 8.77404668339805e-63 18.4418604651163 C8 42
G07_B03_RT_13 49 5.63869835720906e-80 3.38321901432544e-79 39.4418604651163 A8 44
G07_B03_RT_14 1100 1.40533972921493e-280 2.38907753966539e-279 1.90510697032436 E7 641
G07_B03_RT_15 31 1.63776198883112e-32 1.63776198883112e-32 Inf E8 27
G07_B03_RT_28 98 0 0 Inf D8 97
G07_B03_RT_32 44 1.12682361101144e-114 1.23950597211258e-113 Inf B8 43
G07_B03_RT_33 150 4.30789804144409e-99 4.30789804144409e-98 Inf E7 149
G07_B03_RT_35 53 2.06300368919844e-92 1.8567033202786e-91 22.0348837209302 A8 49
G07_B03_RT_39 250 5.70691491865648e-170 7.98968088611907e-169 Inf D7 249
G07_B03_RT_43 48 1.39118320412038e-54 4.17354961236116e-54 36.4186046511628 C8 42
G07_B03_RT_47 34 1.27843883580311e-43 2.55687767160623e-43 Inf E8 32
G07_B03_RT_52 135 1.64665568155173e-88 1.31732454524138e-87 Inf D7 134
G07_B03_RT_54 123 7.54517869453669e-82 5.28162508617569e-81 Inf E7 123
G07_B03_RT_55 139 0 0 Inf A7 138
G07_B03_RT_62 177 2.40406246403239e-116 2.88487495683887e-115 Inf D7 175
G07_B03_RT_75 359 2.7608159941616e-241 4.41730559065856e-240 270.511627906977 D7 354
G07_B03_RT_77 207 7.78512586225027e-235 1.16776887933754e-233 1.13824604141291 E8 111
G07_B03_RT_85 136 8.08385231149017e-79 4.04192615574508e-78 Inf E7 129
G07_B03_RT_92 249 1.99271035263526e-167 2.59052345842584e-166 Inf D7 247
G07_B03_RT_93 155 0 0 Inf B7 152
G07_C03_RT_0 245 0 0 Inf D7 241
G07_C03_RT_12 262 0 0 Inf E7 257
G07_C03_RT_16 2 0.0600875195832068 0.0600875195832068 1.14285714285714 F8 1
G07_C03_RT_19 60 1.5562637214664e-89 1.24501097717312e-88 Inf C8 53
G07_C03_RT_2 124 2.18155759577119e-161 3.05418063407967e-160 2.0877808988764 D7 85
G07_C03_RT_26 45 3.36469547099077e-79 2.01881728259446e-78 Inf C8 43
G07_C03_RT_36 32 2.46992503376777e-84 1.72894752363744e-83 Inf B7 29
G07_C03_RT_39 27 2.03999487563411e-42 6.11998462690232e-42 Inf B8 25
G07_C03_RT_44 130 1.48748877970956e-147 1.93373541362243e-146 Inf D8 129
G07_C03_RT_46 171 1.51471682117415e-237 2.27207523176123e-236 Inf C7 169
G07_C03_RT_53 13 2.14726920692544e-22 4.29453841385089e-22 Inf B8 13
G07_C03_RT_58 32 4.50354801182972e-61 1.80141920473189e-60 Inf B8 32
G07_C03_RT_66 62 1.96246124482295e-114 1.96246124482295e-113 Inf B8 60
G07_C03_RT_67 40 1.17903142718053e-64 5.89515713590264e-64 Inf C8 37
G07_C03_RT_70 200 7.03300037249403e-287 1.12528005959904e-285 Inf C7 200
G07_C03_RT_76 170 0 0 Inf E7 168
G07_C03_RT_77 111 1.78043032249923e-127 1.95847335474916e-126 Inf D8 111
G07_C03_RT_81 124 2.49842501252578e-140 2.99811001503094e-139 Inf D8 123
G07_C03_RT_84 205 1.76875501211166e-321 3.00688352058983e-320 Inf A7 203
G07_C03_RT_85 76 4.82740975108488e-114 4.3446687759764e-113 Inf A7 75
G08_B02_RT_12 35 0 0 17.9695863746959 A8 31
G08_B02_RT_30 6 6.49959415007098e-211 1.2999188300142e-210 5.2363238512035 F8 5
G08_B02_RT_31 223 0 0 Inf A7 221
G08_B02_RT_4 164 0 0 Inf B8 155
G08_B02_RT_43 674 0 0 180.053315994798 D7 664
G08_B02_RT_53 54 0 0 117.516587677725 B8 52
G08_B02_RT_59 36 3.1508518522673e-47 3.1508518522673e-47 20.0996677740864 E8 28
G08_B02_RT_76 687 0 0 Inf D7 686
G08_B02_RT_77 18 3.53792210538664e-312 1.06137663161599e-311 Inf B8 15
G08_B02_RT_83 850 0 0 22.3961433162719 C7 800
G08_B03_RT_1 14 0.571591166400952 0.571591166400952 3 F8 5
G08_B03_RT_14 80 1.26284075971715e-65 2.5256815194343e-65 Inf C8 79
G08_B03_RT_19 65 2.46298739948361e-81 7.38896219845084e-81 Inf E8 57
G08_B03_RT_2 731 0 0 3.43623268698061 C7 404
G08_B03_RT_25 56 0 0 Inf B8 48
G08_B03_RT_3 517 0 0 19.8996372430472 F7 478
G08_B03_RT_30 566 0 0 Inf F7 564
G08_B03_RT_32 64 0 0 Inf B7 60
G08_B03_RT_35 62 0 0 Inf B8 55
G08_B03_RT_37 128 1.42432455509786e-92 7.12162277548929e-92 Inf C8 119
G08_B03_RT_42 103 2.44000006482118e-84 9.76000025928474e-84 Inf C8 101
G08_B03_RT_50 128 3.82678545509367e-94 2.2960712730562e-93 Inf C8 120
G08_B03_RT_51 466 3.70322542975691e-228 2.96258034380553e-227 Inf D7 464
G08_B03_RT_58 312 0 0 Inf A7 309
G08_B03_RT_64 173 5.08006536326841e-285 4.57205882694157e-284 Inf E8 168
G08_B03_RT_71 127 0 0 Inf A7 127
G08_B03_RT_8 310 7.97449411208788e-149 5.58214587846152e-148 Inf D7 308
G08_C03_RT_12 621 2.66777010719966e-174 1.06710804287986e-173 3.61909014792074 F7 558
G08_C03_RT_25 175 4.23831799303261e-139 1.27149539790978e-138 Inf D7 175
G08_C03_RT_30 49 9.84879411872843e-74 1.96975882374569e-73 Inf E8 41
G08_C03_RT_35 352 1.69226044795776e-280 1.01535626877466e-279 Inf D7 349
G08_C03_RT_38 411 0 0 5.44511270842502 E7 335
G08_C03_RT_4 32 0 0 11.091156462585 B8 24
G08_C03_RT_51 95 4.41928738387293e-187 2.20964369193647e-186 488.357142857143 E8 88
G08_C03_RT_57 208 0 0 Inf D8 205
G08_C03_RT_58 594 1.42559901450543e-30 1.42559901450543e-30 4.42467948717949 D7 211
G08_C03_RT_93 195 0 0 Inf C7 190
G09_B02_RT_12 137 0 0 Inf A7 134
G09_B02_RT_21 28 3.4721989398365e-137 1.04165968195095e-136 Inf A8 27
G09_B02_RT_25 39 6.99732463748915e-166 2.79892985499566e-165 Inf A8 35
G09_B02_RT_35 560 4.36454516955403e-71 8.72909033910807e-71 1.07959183673469 F7 246
G09_B02_RT_5 33 5.98960449119302e-40 5.98960449119302e-40 Inf C8 30
G09_B03_RT_10 257 0 0 12.2958152958153 C7 231
G09_B03_RT_14 56 4.68084323013775e-119 4.68084323013775e-118 Inf C8 53
G09_B03_RT_18 10 5.31150019232132e-06 5.31150019232132e-06 31.75 A8 8
G09_B03_RT_2 122 1.95269688295935e-50 1.17161812977561e-49 Inf F7 121
G09_B03_RT_3 34 2.03486577227878e-40 8.13946308911513e-40 271 A8 33
G09_B03_RT_35 87 3.37618228706597e-29 1.01285468611979e-28 1.27307692307692 C8 33
G09_B03_RT_36 159 3.00232514498853e-156 3.60279017398623e-155 5.30394736842105 A7 127
G09_B03_RT_37 163 0 0 154.710526315789 C7 159
G09_B03_RT_38 145 1.92432487967686e-52 1.53945990374148e-51 90.2105263157895 F7 136
G09_B03_RT_46 189 6.00766563889009e-80 5.40689907500108e-79 Inf F7 187
G09_B03_RT_47 181 3.3333082414138e-51 2.33331576898966e-50 2.80911680911681 F7 135
G09_B03_RT_51 63 2.96526023709204e-313 5.63399445047489e-312 48.3421052631579 B8 50
G09_B03_RT_52 137 1.37256250065285e-185 1.92158750091399e-184 Inf D7 136
G09_B03_RT_53 55 1.19214410276944e-287 2.14585938498499e-286 12.2592592592593 B8 45
G09_B03_RT_6 27 2.96065304625757e-193 4.44097956938635e-192 Inf B8 26
G09_B03_RT_66 75 1.74122838742131e-49 8.70614193710657e-49 2.66143106457243 A8 50
G09_B03_RT_67 174 9.7554900952773e-229 1.65843331619714e-227 Inf A7 170
G09_B03_RT_69 400 5.47107334424301e-163 7.11239534751591e-162 Inf F7 386
G09_B03_RT_70 276 6.37893702932476e-120 7.01683073225723e-119 185.842105263158 F7 273
G09_B03_RT_71 233 1.94287550249223e-314 3.88575100498445e-313 198.342105263158 A7 229
G09_B03_RT_76 154 2.28776543266405e-203 3.66042469226248e-202 Inf A7 151
G09_B03_RT_77 224 0 0 Inf E7 222
G09_B03_RT_9 19 4.74958735551903e-10 9.49917471103806e-10 Inf A8 14
G09_C03_RT_1 6 0.00176098455658206 0.00176098455658206 1.02995391705069 D7 3
G09_C03_RT_13 160 7.21432399404003e-53 5.77145919523203e-52 Inf E7 157
G09_C03_RT_19 17 1.18717201867488e-32 7.12303211204927e-32 22.9473684210526 B8 14
G09_C03_RT_2 56 1.33542759544065e-232 1.60251311452878e-231 30.4769647696477 A8 50
G09_C03_RT_25 39 1.12721741989276e-29 5.63608709946382e-29 10.8174097664544 C8 25
G09_C03_RT_26 21 8.95676749484002e-22 2.68703024845201e-21 8.02616279069767 B8 13
G09_C03_RT_27 513 0 0 Inf D7 506
G09_C03_RT_36 15 7.02732829705722e-15 1.40546565941144e-14 3.62264150943396 E8 9
G09_C03_RT_39 41 6.81097765293044e-43 4.76768435705131e-42 1.51286880100439 C8 24
G09_C03_RT_45 18 2.67265710597173e-79 2.40539139537456e-78 Inf A8 17
G09_C03_RT_46 252 9.67685550776912e-230 1.0644541058546e-228 Inf D7 250
G09_C03_RT_74 561 0 0 Inf C7 557
G09_C03_RT_77 995 0 0 1.30510037596652 C7 510
G09_C03_RT_83 14 2.51914350143109e-25 1.00765740057244e-24 3.9025 F8 7
G09_C03_RT_84 316 0 0 Inf F7 259
G09_C03_RT_91 206 7.3206273549563e-188 7.3206273549563e-187 Inf D7 205
G10_B02_RT_1 584 0 0 4.4347155536156 F7 469
G10_B02_RT_19 450 0 0 Inf D7 447
G10_B02_RT_2 714 0 0 7.8105421686747 D7 575
G10_B02_RT_20 329 0 0 3.43533778767632 F7 250
G10_B02_RT_27 52 0 0 91.2941176470588 E8 50
G10_B02_RT_54 119 0 0 Inf A7 115
G10_B02_RT_92 215 0 0 Inf A7 210
G10_C03_RT_10 166 0 0 Inf D8 163
G10_C03_RT_11 105 0 0 1.71634121274409 E8 60
G10_C03_RT_14 35 7.1208231754226e-69 2.13624695262678e-68 Inf A8 33
G10_C03_RT_2 169 1.29000654728157e-122 5.16002618912627e-122 Inf F7 169
G10_C03_RT_26 154 0 0 Inf A7 150
G10_C03_RT_27 368 0 0 Inf D7 364
G10_C03_RT_37 111 8.76831570713585e-255 6.13782099499509e-254 Inf B7 109
G10_C03_RT_43 70 2.48551056888859e-154 1.2427552844443e-153 319.176470588235 B7 68
G10_C03_RT_5 93 0 0 1.06823925863521 B8 48
G10_C03_RT_50 158 0 0 Inf A7 156
G10_C03_RT_51 252 1.91680901866324e-182 1.15008541119795e-181 Inf F7 250
G10_C03_RT_54 269 0 0 Inf D8 264
G10_C03_RT_58 30 4.32893189589962e-52 8.65786379179924e-52 Inf A8 27
G10_C03_RT_59 35 8.06036999695718e-259 6.44829599756574e-258 Inf E8 32
G10_C03_RT_69 204 2.59815370049498e-292 2.33833833044548e-291 Inf E7 203
G10_C03_RT_7 1 0.00323734424697003 0.00323734424697003 Inf F8 1
G10_C03_RT_82 330 0 0 Inf C7 329
G10_C03_RT_86 220 3.82963844193529e-316 3.82963844193529e-315 Inf E7 219
G11_B02_RT_11 40 1.11285947379395e-159 1.78057515807032e-158 Inf D8 40
G11_B02_RT_15 109 5.40679375721711e-91 4.8661143814954e-90 Inf C7 105
G11_B02_RT_18 9 0.992397849881962 0.992397849881962 Inf C8 8
G11_B02_RT_19 13 0.452761937523903 0.905523875047805 30.5 C8 11
G11_B02_RT_20 8 8.26468647791008e-97 9.09115512570109e-96 Inf B8 8
G11_B02_RT_24 7 3.80255812970792e-24 2.28153487782475e-23 Inf E8 7
G11_B02_RT_27 14 5.20353844021372e-13 2.60176922010686e-12 7.3375 A8 11
G11_B02_RT_3 3 0.0124470297897271 0.0373410893691812 1.34883720930233 F8 1
G11_B02_RT_35 22 3.79169565381356e-85 2.65418695766949e-84 Inf E8 22
G11_B02_RT_45 190 3.09339463196196e-91 3.09339463196196e-90 Inf D7 190
G11_B02_RT_46 17 1.43375758535474e-141 2.00726061949664e-140 83.7 F8 14
G11_B02_RT_5 10 9.30469458340888e-06 3.72187783336355e-05 Inf A8 7
G11_B02_RT_50 153 1.46684636423328e-286 2.78700809204323e-285 Inf A7 151
G11_B02_RT_52 65 0 0 Inf B7 64
G11_B02_RT_57 332 2.7409971526239e-318 5.4819943052478e-317 Inf C7 332
G11_B02_RT_66 18 1.0803550739207e-225 1.94463913305726e-224 Inf B8 18
G11_B02_RT_69 315 9.39793662145401e-154 1.4096904932181e-152 Inf D7 314
G11_B02_RT_82 85 0 0 Inf D8 84
G11_B02_RT_84 253 2.01986573383391e-123 2.62582545398409e-122 Inf D7 253
G11_B02_RT_85 223 4.45715352307358e-108 5.34858422768829e-107 Inf D7 223
G11_B02_RT_9 48 7.56790272805989e-199 1.28654346377018e-197 1.83582089552239 B8 27
G11_B02_RT_90 191 2.57945635091987e-90 2.06356508073589e-89 Inf D7 190
G11_B03_RT_12 90 2.78110499350489e-184 3.05921549285537e-183 Inf D8 89
G11_B03_RT_23 34 3.49090672177232e-164 3.14181604959508e-163 Inf E8 29
G11_B03_RT_24 52 0 0 Inf E8 52
G11_B03_RT_27 56 0 0 Inf C8 52
G11_B03_RT_29 25 2.1179513090687e-21 8.4718052362748e-21 79.25 B8 23
G11_B03_RT_34 5 2.0781689707627e-05 4.1563379415254e-05 1.48780487804878 E8 2
G11_B03_RT_35 237 0 0 Inf D7 232
G11_B03_RT_40 149 7.35125858029297e-221 1.02917620124102e-219 Inf E7 147
G11_B03_RT_41 297 0 0 259 C7 295
G11_B03_RT_42 116 2.98826557124867e-176 2.98826557124867e-175 Inf C7 116
G11_B03_RT_44 77 4.52474277694368e-26 2.26237138847184e-25 3.48837209302326 B7 50
G11_B03_RT_55 21 4.12529440849686e-89 3.30023552679749e-88 180 C8 17
G11_B03_RT_59 27 4.25803603773353e-21 1.27741081132006e-20 Inf B8 24
G11_B03_RT_6 308 0 0 Inf D7 308
G11_B03_RT_68 103 4.99050590688575e-217 5.9886070882629e-216 Inf D8 103
G11_B03_RT_70 183 5.98550619265047e-220 7.78115805044561e-219 9.53459119496855 C7 160
G11_B03_RT_72 143 2.02712824366675e-45 1.21627694620005e-44 8 F7 125
G11_B03_RT_77 17 2.45282656449847e-74 1.71697859514893e-73 27.8125 E8 14
G11_B03_RT_8 185 0 0 Inf D7 185
G11_B03_RT_84 9 0.470930866963594 0.470930866963594 38.5 A8 7
G11_C03_RT_11 459 0 0 14.8715261958998 F7 405
G11_C03_RT_17 41 0.00524488173257224 0.0104897634651445 207.315789473684 E8 39
G11_C03_RT_2 48 2.10518386365639e-129 2.10518386365639e-128 Inf C8 44
G11_C03_RT_20 221 2.54859518709916e-114 2.29373566838924e-113 Inf D7 219
G11_C03_RT_28 28 3.19903581751457e-69 1.91942149050874e-68 Inf C8 25
G11_C03_RT_29 114 4.76220822535364e-140 5.238429047889e-139 Inf A7 108
G11_C03_RT_3 1068 5.28772206936145e-270 6.34526648323375e-269 2.30684201575874 D7 699
G11_C03_RT_32 7 2.20316684947044e-68 1.10158342473522e-67 Inf A8 7
G11_C03_RT_36 12 1.02381928240815e-88 7.16673497685707e-88 6.88118811881188 F8 7
G11_C03_RT_4 35 6.17601436430142e-62 2.47040574572057e-61 43.1969696969697 B8 31
G11_C03_RT_42 290 0 0 9.88085327783559 C7 211
G11_C03_RT_43 79 1.45483490051279e-29 4.36450470153837e-29 14.6369230769231 D7 69
G11_C03_RT_55 42 2.69702157784835e-93 2.15761726227868e-92 Inf B8 41
G11_C03_RT_61 217 0 0 Inf D8 215
G11_C03_RT_78 242 3.95252516672997e-323 5.13828271674896e-322 Inf A7 235
G11_C03_RT_85 77 0 0 Inf B7 72
G11_C03_RT_88 18 0.239211078338172 0.239211078338172 Inf E8 16
G12_B02_RT_17 62 6.55306456675249e-312 1.0484903306804e-310 Inf B7 57
G12_B02_RT_20 91 6.44455786132858e-243 7.7334694335943e-242 Inf A7 88
G12_B02_RT_23 4 7.88119566412231e-23 1.57623913282446e-22 4.43589743589744 F8 3
G12_B02_RT_25 219 3.34382577721011e-277 4.68135608809416e-276 Inf C7 214
G12_B02_RT_26 29 3.21000702128765e-51 1.60500351064382e-50 Inf B8 27
G12_B02_RT_27 34 3.43855822228049e-36 1.03156746668415e-35 57.92 C8 28
G12_B02_RT_30 181 3.19657569613833e-94 3.19657569613833e-93 Inf F7 179
G12_B02_RT_41 37 7.44094270775173e-79 5.95275416620138e-78 Inf B8 37
G12_B02_RT_42 105 1.44119397011574e-290 2.1617909551736e-289 Inf D8 103
G12_B02_RT_47 30 6.06334025068241e-39 2.42533610027297e-38 Inf C8 27
G12_B02_RT_5 565 3.31784843808231e-319 5.64034234473992e-318 Inf F7 565
G12_B02_RT_53 5 1.28966161467858e-06 1.28966161467858e-06 2.8974358974359 F8 2
G12_B02_RT_68 45 2.07678687122868e-78 1.45375080986008e-77 Inf C8 45
G12_B02_RT_7 33 4.14178522974534e-52 2.4850711378472e-51 Inf C8 32
G12_B02_RT_79 327 3.12619580155977e-178 3.43881538171575e-177 Inf F7 325
