SampleName Cell top_oligo Axis top_hash_umi top_to_second_best_ratio
hashPyY C08_H06_RT_94 H11 1 28 Inf
hashPyY C09_D07_RT_15 H11 1 40 Inf
hashPyY C09_D07_RT_19 H11 1 54 Inf
hashPyY C09_D07_RT_20 H11 1 114 Inf
hashPyY C09_D07_RT_24 H11 1 67 Inf
hashPyY C09_D07_RT_25 H11 1 201 Inf
hashPyY C09_D07_RT_30 H11 1 76 Inf
hashPyY C09_D07_RT_31 G11 1 141 Inf
hashPyY C09_D07_RT_47 H11 1 112 Inf
hashPyY C09_D07_RT_52 G11 1 245 Inf
hashPyY C09_D07_RT_54 G11 1 105 Inf
hashPyY C09_D07_RT_59 G11 1 221 Inf
hashPyY C09_D07_RT_61 H11 1 97 Inf
hashPyY C09_D07_RT_69 H11 1 149 Inf
hashPyY C09_D07_RT_70 G11 1 175 Inf
hashPyY C09_D07_RT_75 G11 1 1070 Inf
hashPyY C09_D07_RT_8 G11 1 268 Inf
hashPyY C09_D07_RT_82 G11 1 633 Inf
hashPyY C09_D07_RT_85 G11 1 285 Inf
hashPyY C09_D07_RT_86 H11 1 60 Inf
hashPyY C09_D07_RT_91 H11 1 65 Inf
hashPyY C09_H06_RT_13 H11 1 13 Inf
hashPyY C09_H06_RT_23 G11 1 121 Inf
hashPyY C09_H06_RT_29 G11 1 212 Inf
hashPyY C09_H06_RT_30 G11 1 224 Inf
hashPyY C09_H06_RT_35 H11 1 57 Inf
hashPyY C09_H06_RT_37 H11 1 23 Inf
hashPyY C09_H06_RT_51 G11 1 104 Inf
hashPyY C09_H06_RT_67 H11 1 34 Inf
hashPyY C09_H06_RT_69 H11 1 30 Inf
hashPyY C09_H06_RT_7 H11 1 27 Inf
hashPyY C09_H06_RT_70 H11 1 50 Inf
hashPyY C09_H06_RT_72 H11 1 25 Inf
hashPyY C09_H06_RT_75 G11 1 296 Inf
hashPyY C09_H06_RT_76 G11 1 233 Inf
hashPyY C09_H06_RT_84 H11 1 47 Inf
hashPyY C09_H06_RT_90 G11 1 105 Inf
hashPyY C10_D07_RT_11 G11 1 544 Inf
hashPyY C10_D07_RT_17 H11 1 130 Inf
hashPyY C10_D07_RT_2 G11 1 537 Inf
hashPyY C10_D07_RT_27 H11 1 58 Inf
hashPyY C10_D07_RT_35 G11 1 243 Inf
hashPyY C10_D07_RT_41 G11 1 401 Inf
hashPyY C10_D07_RT_44 G11 1 235 Inf
hashPyY C10_D07_RT_51 G11 1 225 Inf
hashPyY C10_D07_RT_53 G11 1 267 Inf
hashPyY C10_D07_RT_58 H11 1 57 Inf
hashPyY C10_D07_RT_69 H11 1 233 Inf
hashPyY C10_D07_RT_7 H11 1 48 Inf
hashPyY C10_D07_RT_79 G11 1 413 Inf
hashPyY C10_D07_RT_8 H11 1 61 Inf
hashPyY C10_D07_RT_80 H11 1 35 Inf
hashPyY C10_D07_RT_81 G11 1 251 Inf
hashPyY C10_D07_RT_85 G11 1 294 Inf
hashPyY C10_D07_RT_88 H11 1 104 Inf
hashPyY C10_D07_RT_89 G11 1 247 Inf
hashPyY C10_D07_RT_93 G11 1 145 Inf
hashPyY C10_H06_RT_10 G11 1 312 Inf
hashPyY C10_H06_RT_11 H11 1 65 Inf
hashPyY C10_H06_RT_16 G11 1 230 Inf
hashPyY C10_H06_RT_19 G11 1 145 Inf
hashPyY C10_H06_RT_2 G11 1 257 Inf
hashPyY C10_H06_RT_26 G11 1 91 Inf
hashPyY C10_H06_RT_3 H11 1 244 Inf
hashPyY C10_H06_RT_32 G11 1 153 Inf
hashPyY C10_H06_RT_50 G11 1 129 Inf
hashPyY C10_H06_RT_59 G11 1 163 Inf
hashPyY C10_H06_RT_62 H11 1 49 Inf
hashPyY C10_H06_RT_75 H11 1 48 Inf
hashPyY C10_H06_RT_76 G11 1 79 Inf
hashPyY C10_H06_RT_80 G11 1 77 Inf
hashPyY C10_H06_RT_87 G11 1 403 Inf
hashPyY C10_H06_RT_88 G11 1 107 Inf
hashPyY C10_H06_RT_93 G11 1 171 Inf
hashPyY C10_H06_RT_95 H11 1 18 Inf
hashPyY C11_D07_RT_10 H11 1 130 Inf
hashPyY C11_D07_RT_25 H11 1 44 Inf
hashPyY C11_D07_RT_27 H11 1 98 Inf
hashPyY C11_D07_RT_28 G11 1 167 Inf
hashPyY C11_D07_RT_31 H11 1 66 Inf
hashPyY C11_D07_RT_34 G11 1 292 Inf
hashPyY C11_D07_RT_37 G11 1 132 Inf
hashPyY C11_D07_RT_38 G11 1 192 Inf
hashPyY C11_D07_RT_54 H11 1 80 Inf
hashPyY C11_D07_RT_59 G11 1 225 Inf
hashPyY C11_D07_RT_60 H11 1 18 Inf
hashPyY C11_D07_RT_64 G11 1 154 Inf
hashPyY C11_D07_RT_95 H11 1 75 Inf
hashPyY C11_H06_RT_12 G11 1 349 Inf
hashPyY C11_H06_RT_13 H11 1 167 Inf
hashPyY C11_H06_RT_18 G11 1 282 Inf
hashPyY C11_H06_RT_21 G11 1 359 Inf
hashPyY C11_H06_RT_26 H11 1 19 Inf
hashPyY C11_H06_RT_27 G11 1 137 Inf
hashPyY C11_H06_RT_28 G11 1 499 Inf
hashPyY C11_H06_RT_34 H11 1 86 Inf
hashPyY C11_H06_RT_39 H11 1 64 Inf
hashPyY C11_H06_RT_40 H11 1 59 Inf
hashPyY C11_H06_RT_45 G11 1 174 Inf
hashPyY C11_H06_RT_49 G11 1 229 Inf
hashPyY C11_H06_RT_50 G11 1 122 Inf
hashPyY C11_H06_RT_52 H11 1 146 Inf
hashPyY C11_H06_RT_68 H11 1 73 Inf
hashPyY C11_H06_RT_69 H11 1 51 Inf
hashPyY C11_H06_RT_71 G11 1 507 Inf
hashPyY C11_H06_RT_74 H11 1 38 Inf
hashPyY C11_H06_RT_83 H11 1 112 Inf
hashPyY C11_H06_RT_90 G11 1 310 Inf
hashPyY C12_D07_RT_11 G11 1 487 Inf
hashPyY C12_D07_RT_14 H11 1 74 Inf
hashPyY C12_D07_RT_16 G11 1 153 Inf
hashPyY C12_D07_RT_24 G11 1 221 Inf
hashPyY C12_D07_RT_27 H11 1 107 Inf
hashPyY C12_D07_RT_29 H11 1 161 Inf
hashPyY C12_D07_RT_42 G11 1 608 Inf
hashPyY C12_D07_RT_43 G11 1 491 Inf
hashPyY C12_D07_RT_46 H11 1 59 Inf
hashPyY C12_D07_RT_48 G11 1 244 Inf
hashPyY C12_D07_RT_52 G11 1 806 Inf
hashPyY C12_D07_RT_55 G11 1 285 Inf
hashPyY C12_D07_RT_60 G11 1 185 Inf
hashPyY C12_D07_RT_74 G11 1 315 Inf
hashPyY C12_D07_RT_75 H11 1 83 Inf
hashPyY C12_D07_RT_76 H11 1 66 Inf
hashPyY C12_D07_RT_80 H11 1 198 Inf
hashPyY C12_D07_RT_83 H11 1 79 Inf
hashPyY C12_H06_RT_14 G11 1 264 Inf
hashPyY C12_H06_RT_2 G11 1 366 Inf
hashPyY C12_H06_RT_23 H11 1 120 Inf
hashPyY C12_H06_RT_29 G11 1 315 Inf
hashPyY C12_H06_RT_34 G11 1 432 Inf
hashPyY C12_H06_RT_35 H11 1 114 Inf
hashPyY C12_H06_RT_40 H11 1 109 Inf
hashPyY C12_H06_RT_41 H11 1 87 Inf
hashPyY C12_H06_RT_49 G11 1 190 Inf
hashPyY C12_H06_RT_52 G11 1 390 Inf
hashPyY C12_H06_RT_54 G11 1 261 Inf
hashPyY C12_H06_RT_56 H11 1 100 Inf
hashPyY C12_H06_RT_59 G11 1 432 Inf
hashPyY C12_H06_RT_6 H11 1 120 Inf
hashPyY C12_H06_RT_61 G11 1 482 Inf
hashPyY C12_H06_RT_70 G11 1 185 Inf
hashPyY C12_H06_RT_76 H11 1 232 Inf
hashPyY C12_H06_RT_82 G11 1 285 Inf
hashPyY C12_H06_RT_88 G11 1 270 Inf
hashPyY C12_H06_RT_95 H11 1 287 Inf
hashPyY D01_D07_RT_11 H11 1 203 Inf
hashPyY D01_D07_RT_20 H11 1 157 Inf
hashPyY D01_D07_RT_29 H11 1 88 Inf
hashPyY D01_D07_RT_35 H11 1 57 Inf
hashPyY D01_D07_RT_47 H11 1 163 Inf
hashPyY D01_D07_RT_49 H11 1 117 Inf
hashPyY D01_D07_RT_52 H11 1 65 Inf
hashPyY D01_D07_RT_53 H11 1 60 Inf
hashPyY D01_D07_RT_55 H11 1 81 Inf
hashPyY D01_D07_RT_69 H11 1 80 Inf
hashPyY D01_D07_RT_71 H11 1 84 Inf
hashPyY D01_D07_RT_72 H11 1 71 Inf
hashPyY D01_D07_RT_74 H11 1 110 Inf
hashPyY D01_D07_RT_75 H11 1 182 Inf
hashPyY D01_D07_RT_83 H11 1 113 Inf
hashPyY D01_D07_RT_84 H11 1 85 Inf
hashPyY D01_D07_RT_85 H11 1 41 Inf
hashPyY D01_D07_RT_88 H11 1 46 Inf
hashPyY D01_H06_RT_10 H11 1 42 Inf
hashPyY D01_H06_RT_13 H11 1 37 Inf
hashPyY D01_H06_RT_21 H11 1 49 Inf
hashPyY D01_H06_RT_27 H11 1 42 Inf
hashPyY D01_H06_RT_30 H11 1 74 Inf
hashPyY D01_H06_RT_32 H11 1 100 Inf
hashPyY D01_H06_RT_39 H11 1 63 Inf
hashPyY D01_H06_RT_43 H11 1 66 Inf
hashPyY D01_H06_RT_46 H11 1 70 Inf
hashPyY D01_H06_RT_55 H11 1 66 Inf
hashPyY D01_H06_RT_56 H11 1 48 Inf
hashPyY D01_H06_RT_62 H11 1 39 Inf
hashPyY D01_H06_RT_64 H11 1 88 Inf
hashPyY D01_H06_RT_75 H11 1 73 Inf
hashPyY D01_H06_RT_76 H11 1 84 Inf
hashPyY D01_H06_RT_78 H11 1 97 Inf
hashPyY D01_H06_RT_81 H11 1 30 Inf
hashPyY D01_H06_RT_86 H11 1 55 Inf
hashPyY D01_H06_RT_88 H11 1 33 Inf
hashPyY D01_H06_RT_89 H11 1 42 Inf
hashPyY D01_H06_RT_91 G11 1 314 Inf
hashPyY D01_H06_RT_92 H11 1 65 Inf
hashPyY D01_H06_RT_95 H11 1 51 Inf
hashPyY D02_D07_RT_13 H11 1 33 Inf
hashPyY D02_D07_RT_19 H11 1 54 Inf
hashPyY D02_D07_RT_23 H11 1 40 Inf
hashPyY D02_D07_RT_33 H11 1 41 Inf
hashPyY D02_D07_RT_37 H11 1 18 Inf
hashPyY D02_D07_RT_40 H11 1 60 Inf
hashPyY D02_D07_RT_45 H11 1 37 Inf
hashPyY D02_D07_RT_48 H11 1 83 Inf
hashPyY D02_D07_RT_53 H11 1 38 Inf
hashPyY D02_D07_RT_54 H11 1 54 Inf
hashPyY D02_D07_RT_60 H11 1 73 Inf
hashPyY D02_D07_RT_67 H11 1 62 Inf
hashPyY D02_D07_RT_75 H11 1 18 Inf
hashPyY D02_D07_RT_80 H11 1 23 Inf
hashPyY D02_D07_RT_88 H11 1 22 Inf
hashPyY D02_D07_RT_95 H11 1 274 Inf
hashPyY D02_H06_RT_13 H11 1 31 Inf
hashPyY D02_H06_RT_43 H11 1 33 Inf
hashPyY D02_H06_RT_49 H11 1 47 Inf
hashPyY D02_H06_RT_69 H11 1 33 Inf
hashPyY D02_H06_RT_71 H11 1 24 Inf
hashPyY D02_H06_RT_74 H11 1 22 Inf
hashPyY D02_H06_RT_76 H11 1 51 Inf
hashPyY D02_H06_RT_92 H11 1 29 Inf
hashPyY D02_H06_RT_93 H11 1 33 Inf
hashPyY D03_D07_RT_10 G11 1 183 Inf
hashPyY D03_D07_RT_13 H11 1 121 Inf
hashPyY D03_D07_RT_15 H11 1 57 Inf
hashPyY D03_D07_RT_25 H11 1 32 Inf
hashPyY D03_D07_RT_28 H11 1 122 Inf
hashPyY D03_D07_RT_3 H11 1 66 Inf
hashPyY D03_D07_RT_30 H11 1 108 Inf
hashPyY D03_D07_RT_38 H11 1 57 Inf
hashPyY D03_D07_RT_47 H11 1 68 Inf
hashPyY D03_D07_RT_48 H11 1 54 Inf
hashPyY D03_D07_RT_49 H11 1 65 Inf
hashPyY D03_D07_RT_50 H11 1 64 Inf
hashPyY D03_D07_RT_54 H11 1 54 Inf
hashPyY D03_D07_RT_57 H11 1 64 Inf
hashPyY D03_D07_RT_63 H11 1 40 Inf
hashPyY D03_D07_RT_64 H11 1 41 Inf
hashPyY D03_D07_RT_7 H11 1 45 Inf
hashPyY D03_D07_RT_77 H11 1 73 Inf
hashPyY D03_D07_RT_84 H11 1 53 Inf
hashPyY D03_D07_RT_88 H11 1 46 Inf
hashPyY D04_D07_RT_12 G11 1 193 Inf
hashPyY D04_D07_RT_23 G11 1 266 Inf
hashPyY D04_D07_RT_33 G11 1 279 Inf
hashPyY D04_D07_RT_54 G11 1 199 Inf
hashPyY D04_D07_RT_55 G11 1 327 Inf
hashPyY D04_D07_RT_56 G11 1 273 Inf
hashPyY D04_D07_RT_57 G11 1 99 Inf
hashPyY D04_D07_RT_59 G11 1 237 Inf
hashPyY D04_D07_RT_6 G11 1 247 Inf
hashPyY D04_D07_RT_62 G11 1 261 Inf
hashPyY D04_D07_RT_64 G11 1 400 Inf
hashPyY D04_D07_RT_67 G11 1 113 Inf
hashPyY D04_D07_RT_71 G11 1 207 Inf
hashPyY D04_D07_RT_73 G11 1 175 Inf
hashPyY D04_D07_RT_81 G11 1 196 Inf
hashPyY D04_D07_RT_86 G11 1 132 Inf
hashPyY D04_D07_RT_88 G11 1 694 Inf
hashPyY D04_D07_RT_9 G11 1 197 Inf
hashPyY D05_D07_RT_12 G11 1 165 Inf
hashPyY D05_D07_RT_13 G11 1 194 Inf
hashPyY D05_D07_RT_14 G11 1 156 Inf
hashPyY D05_D07_RT_17 G11 1 180 Inf
hashPyY D05_D07_RT_26 G11 1 224 Inf
hashPyY D05_D07_RT_27 G11 1 169 Inf
hashPyY D05_D07_RT_28 G11 1 139 Inf
hashPyY D05_D07_RT_29 G11 1 159 Inf
hashPyY D05_D07_RT_30 G11 1 231 Inf
hashPyY D05_D07_RT_35 G11 1 190 Inf
hashPyY D05_D07_RT_4 G11 1 438 Inf
hashPyY D05_D07_RT_5 G11 1 166 Inf
hashPyY D05_D07_RT_57 G11 1 226 Inf
hashPyY D05_D07_RT_73 G11 1 105 Inf
hashPyY D05_D07_RT_78 G11 1 232 Inf
hashPyY D05_D07_RT_8 G11 1 244 Inf
hashPyY D05_D07_RT_82 G11 1 196 Inf
hashPyY D05_D07_RT_85 G11 1 273 Inf
hashPyY D05_D07_RT_86 G11 1 251 Inf
hashPyY D05_D07_RT_88 G11 1 166 Inf
hashPyY D05_D07_RT_91 G11 1 247 Inf
hashPyY D05_D07_RT_93 G11 1 91 Inf
hashPyY D06_D07_RT_15 G11 1 212 Inf
hashPyY D06_D07_RT_2 G11 1 128 Inf
hashPyY D06_D07_RT_28 G11 1 139 Inf
hashPyY D06_D07_RT_31 G11 1 87 Inf
hashPyY D06_D07_RT_36 G11 1 125 Inf
hashPyY D06_D07_RT_4 G11 1 377 Inf
hashPyY D06_D07_RT_43 G11 1 223 Inf
hashPyY D06_D07_RT_49 G11 1 112 Inf
hashPyY D06_D07_RT_50 G11 1 101 Inf
hashPyY D06_D07_RT_59 G11 1 79 Inf
hashPyY D06_D07_RT_67 G11 1 67 Inf
hashPyY D06_D07_RT_85 G11 1 92 Inf
hashPyY D06_D07_RT_86 G11 1 123 Inf
hashPyY D06_H06_RT_23 G11 1 91 Inf
hashPyY D06_H06_RT_25 G11 1 151 Inf
hashPyY D06_H06_RT_31 G11 1 167 Inf
hashPyY D06_H06_RT_69 G11 1 292 Inf
hashPyY D06_H06_RT_71 G11 1 186 Inf
hashPyY D06_H06_RT_76 G11 1 130 Inf
hashPyY D06_H06_RT_86 G11 1 99 Inf
hashPyY D06_H06_RT_93 G11 1 231 Inf
hashPyY D07_D07_RT_1 G11 1 367 Inf
hashPyY D07_D07_RT_10 G11 1 467 Inf
hashPyY D07_D07_RT_13 H11 1 103 Inf
hashPyY D07_D07_RT_14 G11 1 334 Inf
hashPyY D07_D07_RT_16 H11 1 99 Inf
hashPyY D07_D07_RT_17 G11 1 453 Inf
hashPyY D07_D07_RT_20 H11 1 300 Inf
hashPyY D07_D07_RT_26 H11 1 134 Inf
hashPyY D07_D07_RT_35 G11 1 321 Inf
hashPyY D07_D07_RT_36 G11 1 559 Inf
hashPyY D07_D07_RT_4 H11 1 154 Inf
hashPyY D07_D07_RT_44 H11 1 167 Inf
hashPyY D07_D07_RT_58 H11 1 90 Inf
hashPyY D07_D07_RT_60 H11 1 136 Inf
hashPyY D07_D07_RT_67 G11 1 419 Inf
hashPyY D07_D07_RT_73 H11 1 78 Inf
hashPyY D07_D07_RT_74 G11 1 454 Inf
hashPyY D07_D07_RT_86 H11 1 53 Inf
hashPyY D07_D07_RT_91 G11 1 534 Inf
hashPyY D07_D07_RT_92 G11 1 1584 Inf
hashPyY D07_H06_RT_26 G11 1 100 Inf
hashPyY D07_H06_RT_36 H11 1 23 Inf
hashPyY D07_H06_RT_50 G11 1 207 Inf
hashPyY D07_H06_RT_75 H11 1 56 Inf
hashPyY D07_H06_RT_76 H11 1 16 Inf
hashPyY D07_H06_RT_85 H11 1 13 Inf
hashPyY D07_H06_RT_90 G11 1 97 Inf
hashPyY D08_D07_RT_17 G11 1 254 Inf
hashPyY D08_D07_RT_28 H11 1 213 Inf
hashPyY D08_D07_RT_32 G11 1 843 Inf
hashPyY D08_D07_RT_36 H11 1 123 Inf
hashPyY D08_D07_RT_46 G11 1 371 Inf
hashPyY D08_D07_RT_47 H11 1 49 Inf
hashPyY D08_D07_RT_48 G11 1 221 Inf
hashPyY D08_D07_RT_53 H11 1 120 Inf
hashPyY D08_D07_RT_66 G11 1 568 Inf
hashPyY D08_D07_RT_72 H11 1 173 Inf
hashPyY D08_D07_RT_79 H11 1 60 Inf
hashPyY D08_D07_RT_8 H11 1 43 Inf
hashPyY D08_D07_RT_81 H11 1 68 Inf
hashPyY D08_D07_RT_84 H11 1 285 Inf
hashPyY D08_D07_RT_87 G11 1 374 Inf
hashPyY D08_D07_RT_95 G11 1 543 Inf
hashPyY D08_H06_RT_1 G11 1 220 Inf
hashPyY D08_H06_RT_15 H11 1 37 Inf
hashPyY D08_H06_RT_16 G11 1 197 Inf
hashPyY D08_H06_RT_17 H11 1 38 Inf
hashPyY D08_H06_RT_33 H11 1 57 Inf
hashPyY D08_H06_RT_43 H11 1 117 Inf
hashPyY D08_H06_RT_45 H11 1 46 Inf
hashPyY D08_H06_RT_5 H11 1 471 Inf
hashPyY D08_H06_RT_52 H11 1 156 Inf
hashPyY D08_H06_RT_53 G11 1 187 Inf
hashPyY D08_H06_RT_55 G11 1 181 Inf
hashPyY D08_H06_RT_67 G11 1 152 Inf
hashPyY D08_H06_RT_71 G11 1 239 Inf
hashPyY D08_H06_RT_74 H11 1 103 Inf
hashPyY D08_H06_RT_87 G11 1 387 Inf
hashPyY D08_H06_RT_90 G11 1 300 Inf
hashPyY D09_D07_RT_11 H11 1 69 Inf
hashPyY D09_D07_RT_12 H11 1 129 Inf
hashPyY D09_D07_RT_18 G11 1 423 Inf
hashPyY D09_D07_RT_20 H11 1 149 Inf
hashPyY D09_D07_RT_4 G11 1 339 Inf
hashPyY D09_D07_RT_5 G11 1 210 Inf
hashPyY D09_D07_RT_52 G11 1 225 Inf
hashPyY D09_D07_RT_54 G11 1 204 Inf
hashPyY D09_D07_RT_56 H11 1 240 Inf
hashPyY D09_D07_RT_61 H11 1 140 Inf
hashPyY D09_D07_RT_67 G11 1 268 Inf
hashPyY D09_D07_RT_77 H11 1 66 Inf
hashPyY D09_D07_RT_84 H11 1 101 Inf
hashPyY D09_D07_RT_87 G11 1 377 Inf
hashPyY D09_D07_RT_89 G11 1 245 Inf
hashPyY D09_D07_RT_91 H11 1 158 Inf
hashPyY D09_D07_RT_95 H11 1 129 Inf
hashPyY D09_H06_RT_3 H11 1 58 Inf
hashPyY D09_H06_RT_36 H11 1 72 Inf
hashPyY D09_H06_RT_51 G11 1 67 Inf
hashPyY D09_H06_RT_6 H11 1 56 Inf
hashPyY D09_H06_RT_76 H11 1 21 Inf
hashPyY D09_H06_RT_86 H11 1 12 Inf
hashPyY D10_D07_RT_11 H11 1 57 Inf
hashPyY D10_D07_RT_14 G11 1 196 Inf
hashPyY D10_D07_RT_23 H11 1 273 Inf
hashPyY D10_D07_RT_24 H11 1 79 Inf
hashPyY D10_D07_RT_25 G11 1 442 Inf
hashPyY D10_D07_RT_30 H11 1 133 Inf
hashPyY D10_D07_RT_36 H11 1 37 Inf
hashPyY D10_D07_RT_39 H11 1 221 Inf
hashPyY D10_D07_RT_40 G11 1 137 Inf
hashPyY D10_D07_RT_5 G11 1 399 Inf
hashPyY D10_D07_RT_50 G11 1 495 Inf
hashPyY D10_D07_RT_52 H11 1 205 Inf
hashPyY D10_D07_RT_58 H11 1 87 Inf
hashPyY D10_D07_RT_62 H11 1 158 Inf
hashPyY D10_D07_RT_7 H11 1 45 Inf
hashPyY D10_D07_RT_70 H11 1 232 Inf
hashPyY D10_D07_RT_72 H11 1 77 Inf
hashPyY D10_D07_RT_74 G11 1 389 Inf
hashPyY D10_D07_RT_85 G11 1 386 Inf
hashPyY D10_D07_RT_92 G11 1 443 Inf
hashPyY D10_H06_RT_10 G11 1 201 Inf
hashPyY D10_H06_RT_13 H11 1 27 Inf
hashPyY D10_H06_RT_15 G11 1 404 Inf
hashPyY D10_H06_RT_16 H11 1 40 Inf
hashPyY D10_H06_RT_20 H11 1 28 Inf
hashPyY D10_H06_RT_21 H11 1 107 Inf
hashPyY D10_H06_RT_23 G11 1 170 Inf
hashPyY D10_H06_RT_25 H11 1 17 Inf
hashPyY D10_H06_RT_32 H11 1 53 Inf
hashPyY D10_H06_RT_43 G11 1 120 Inf
hashPyY D10_H06_RT_5 H11 1 155 Inf
hashPyY D10_H06_RT_51 G11 1 349 Inf
hashPyY D10_H06_RT_59 G11 1 162 Inf
hashPyY D10_H06_RT_69 H11 1 69 Inf
hashPyY D10_H06_RT_77 G11 1 180 Inf
hashPyY D10_H06_RT_81 H11 1 171 Inf
hashPyY D10_H06_RT_93 H11 1 35 Inf
hashPyY D10_H06_RT_95 G11 1 119 Inf
hashPyY D11_D07_RT_15 G11 1 396 Inf
hashPyY D11_D07_RT_16 H11 1 170 Inf
hashPyY D11_D07_RT_20 H11 1 136 Inf
hashPyY D11_D07_RT_23 G11 1 804 Inf
hashPyY D11_D07_RT_26 H11 1 98 Inf
hashPyY D11_D07_RT_28 H11 1 105 Inf
hashPyY D11_D07_RT_31 H11 1 88 Inf
hashPyY D11_D07_RT_35 G11 1 374 Inf
hashPyY D11_D07_RT_38 G11 1 339 Inf
hashPyY D11_D07_RT_40 H11 1 150 Inf
hashPyY D11_D07_RT_42 G11 1 411 Inf
hashPyY D11_D07_RT_43 G11 1 446 Inf
hashPyY D11_D07_RT_46 G11 1 305 Inf
hashPyY D11_D07_RT_48 G11 1 407 Inf
hashPyY D11_D07_RT_64 G11 1 261 Inf
hashPyY D11_D07_RT_66 G11 1 442 Inf
hashPyY D11_D07_RT_68 G11 1 517 Inf
hashPyY D11_D07_RT_80 G11 1 386 Inf
hashPyY D11_D07_RT_88 G11 1 158 Inf
hashPyY D11_H06_RT_16 H11 1 75 Inf
hashPyY D11_H06_RT_18 G11 1 117 Inf
hashPyY D11_H06_RT_20 H11 1 67 Inf
hashPyY D11_H06_RT_28 H11 1 41 Inf
hashPyY D11_H06_RT_31 H11 1 27 Inf
hashPyY D11_H06_RT_35 H11 1 37 Inf
hashPyY D11_H06_RT_47 G11 1 142 Inf
hashPyY D11_H06_RT_55 H11 1 127 Inf
hashPyY D11_H06_RT_66 G11 1 113 Inf
hashPyY D11_H06_RT_67 G11 1 178 Inf
hashPyY D11_H06_RT_93 G11 1 48 Inf
hashPyY D12_D07_RT_0 G11 1 288 Inf
hashPyY D12_D07_RT_10 H11 1 95 Inf
hashPyY D12_D07_RT_12 H11 1 159 Inf
hashPyY D12_D07_RT_24 G11 1 133 Inf
hashPyY D12_D07_RT_27 H11 1 405 Inf
hashPyY D12_D07_RT_32 G11 1 241 Inf
hashPyY D12_D07_RT_4 H11 1 85 Inf
hashPyY D12_D07_RT_40 G11 1 412 Inf
hashPyY D12_D07_RT_42 H11 1 41 Inf
hashPyY D12_D07_RT_47 G11 1 227 Inf
hashPyY D12_D07_RT_5 H11 1 64 Inf
hashPyY D12_D07_RT_53 G11 1 1997 Inf
hashPyY D12_D07_RT_55 G11 1 423 Inf
hashPyY D12_D07_RT_73 G11 1 88 Inf
hashPyY D12_D07_RT_85 G11 1 273 Inf
hashPyY D12_D07_RT_90 H11 1 48 Inf
hashPyY D12_D07_RT_91 G11 1 289 Inf
hashPyY D12_D07_RT_92 G11 1 202 Inf
hashPyY D12_H06_RT_10 G11 1 266 Inf
hashPyY D12_H06_RT_16 H11 1 80 Inf
hashPyY D12_H06_RT_18 H11 1 35 Inf
hashPyY D12_H06_RT_2 G11 1 508 Inf
hashPyY D12_H06_RT_28 H11 1 102 Inf
hashPyY D12_H06_RT_35 G11 1 251 Inf
hashPyY D12_H06_RT_41 G11 1 278 Inf
hashPyY D12_H06_RT_42 G11 1 494 Inf
hashPyY D12_H06_RT_46 G11 1 323 Inf
hashPyY D12_H06_RT_48 G11 1 221 Inf
hashPyY D12_H06_RT_50 H11 1 143 Inf
hashPyY D12_H06_RT_54 G11 1 250 Inf
hashPyY D12_H06_RT_56 G11 1 251 Inf
hashPyY D12_H06_RT_70 G11 1 269 Inf
hashPyY D12_H06_RT_73 H11 1 200 Inf
hashPyY D12_H06_RT_85 H11 1 94 Inf
hashPyY D12_H06_RT_88 G11 1 427 Inf
hashPyY D12_H06_RT_92 H11 1 105 Inf
hashPyY D12_H06_RT_93 G11 1 256 Inf
hashPyY E01_D07_RT_0 H11 1 20 Inf
hashPyY E01_D07_RT_13 H11 1 56 Inf
hashPyY E01_D07_RT_14 H11 1 76 Inf
hashPyY E01_D07_RT_26 H11 1 136 Inf
hashPyY E01_D07_RT_28 H11 1 116 Inf
hashPyY E01_D07_RT_30 H11 1 85 Inf
hashPyY E01_D07_RT_38 H11 1 59 Inf
hashPyY E01_D07_RT_40 H11 1 51 Inf
hashPyY E01_D07_RT_43 H11 1 70 Inf
hashPyY E01_D07_RT_46 H11 1 79 Inf
hashPyY E01_D07_RT_5 H11 1 76 Inf
hashPyY E01_D07_RT_53 H11 1 84 Inf
hashPyY E01_D07_RT_63 H11 1 58 Inf
hashPyY E01_D07_RT_7 H11 1 90 Inf
hashPyY E01_D07_RT_71 H11 1 48 Inf
hashPyY E01_D07_RT_73 H11 1 99 Inf
hashPyY E01_D07_RT_78 H11 1 64 Inf
hashPyY E01_D07_RT_83 H11 1 142 Inf
hashPyY E01_D07_RT_85 H11 1 40 Inf
hashPyY E01_D07_RT_90 H11 1 121 Inf
hashPyY E01_D07_RT_91 H11 1 98 Inf
hashPyY E01_D07_RT_94 G11 1 176 Inf
hashPyY E01_H06_RT_10 H11 1 52 Inf
hashPyY E01_H06_RT_12 H11 1 79 Inf
hashPyY E01_H06_RT_18 H11 1 63 Inf
hashPyY E01_H06_RT_19 H11 1 56 Inf
hashPyY E01_H06_RT_25 H11 1 52 Inf
hashPyY E01_H06_RT_27 H11 1 71 Inf
hashPyY E01_H06_RT_29 H11 1 94 Inf
hashPyY E01_H06_RT_30 H11 1 82 Inf
hashPyY E01_H06_RT_35 H11 1 42 Inf
hashPyY E01_H06_RT_36 H11 1 59 Inf
hashPyY E01_H06_RT_4 H11 1 133 Inf
hashPyY E01_H06_RT_40 H11 1 76 Inf
hashPyY E01_H06_RT_42 H11 1 115 Inf
hashPyY E01_H06_RT_46 H11 1 125 Inf
hashPyY E01_H06_RT_59 H11 1 50 Inf
