SampleName Cell top_oligo Axis top_hash_umi top_to_second_best_ratio
hashPyY B03_H06_RT_5 H11 1 16 Inf
hashPyY B03_H06_RT_69 H11 1 20 Inf
hashPyY B03_H06_RT_7 H11 1 31 Inf
hashPyY B03_H06_RT_8 H11 1 25 Inf
hashPyY B04_D07_RT_15 G11 1 148 Inf
hashPyY B04_D07_RT_2 G11 1 357 Inf
hashPyY B04_D07_RT_20 G11 1 445 Inf
hashPyY B04_D07_RT_32 G11 1 307 Inf
hashPyY B04_D07_RT_35 G11 1 112 Inf
hashPyY B04_D07_RT_37 H11 1 143 Inf
hashPyY B04_D07_RT_40 G11 1 104 Inf
hashPyY B04_D07_RT_46 G11 1 162 Inf
hashPyY B04_D07_RT_55 G11 1 335 Inf
hashPyY B04_D07_RT_60 G11 1 202 Inf
hashPyY B04_D07_RT_68 G11 1 291 Inf
hashPyY B04_D07_RT_72 G11 1 193 Inf
hashPyY B04_H06_RT_16 G11 1 374 Inf
hashPyY B04_H06_RT_20 G11 1 134 Inf
hashPyY B04_H06_RT_28 G11 1 235 Inf
hashPyY B04_H06_RT_34 G11 1 241 Inf
hashPyY B04_H06_RT_38 G11 1 405 Inf
hashPyY B04_H06_RT_44 G11 1 212 Inf
hashPyY B04_H06_RT_50 H11 1 53 Inf
hashPyY B04_H06_RT_68 G11 1 189 Inf
hashPyY B04_H06_RT_69 G11 1 87 Inf
hashPyY B04_H06_RT_7 G11 1 169 Inf
hashPyY B04_H06_RT_71 G11 1 110 Inf
hashPyY B04_H06_RT_81 G11 1 256 Inf
hashPyY B04_H06_RT_82 G11 1 133 Inf
hashPyY B04_H06_RT_84 G11 1 179 Inf
hashPyY B04_H06_RT_85 G11 1 138 Inf
hashPyY B04_H06_RT_86 G11 1 137 Inf
hashPyY B04_H06_RT_93 G11 1 168 Inf
hashPyY B05_D07_RT_13 G11 1 401 Inf
hashPyY B05_D07_RT_20 G11 1 163 Inf
hashPyY B05_D07_RT_21 G11 1 141 Inf
hashPyY B05_D07_RT_23 G11 1 164 Inf
hashPyY B05_D07_RT_27 G11 1 77 Inf
hashPyY B05_D07_RT_32 G11 1 149 Inf
hashPyY B05_D07_RT_33 G11 1 182 Inf
hashPyY B05_D07_RT_35 G11 1 210 Inf
hashPyY B05_D07_RT_36 G11 1 298 Inf
hashPyY B05_D07_RT_37 G11 1 278 Inf
hashPyY B05_D07_RT_47 H11 1 24 Inf
hashPyY B05_D07_RT_48 G11 1 273 Inf
hashPyY B05_D07_RT_49 G11 1 218 Inf
hashPyY B05_D07_RT_50 G11 1 222 Inf
hashPyY B05_D07_RT_66 G11 1 252 Inf
hashPyY B05_D07_RT_71 G11 1 152 Inf
hashPyY B05_D07_RT_8 H11 1 27 Inf
hashPyY B05_D07_RT_82 G11 1 91 Inf
hashPyY B05_D07_RT_92 G11 1 168 Inf
hashPyY B05_H06_RT_2 G11 1 141 Inf
hashPyY B05_H06_RT_28 G11 1 109 Inf
hashPyY B05_H06_RT_40 G11 1 129 Inf
hashPyY B05_H06_RT_47 G11 1 239 Inf
hashPyY B05_H06_RT_5 G11 1 160 Inf
hashPyY B05_H06_RT_59 H11 1 43 Inf
hashPyY B05_H06_RT_77 G11 1 114 Inf
hashPyY B05_H06_RT_8 G11 1 92 Inf
hashPyY B05_H06_RT_83 G11 1 207 Inf
hashPyY B05_H06_RT_90 G11 1 254 Inf
hashPyY B05_H06_RT_95 G11 1 321 Inf
hashPyY B06_D07_RT_10 G11 1 236 Inf
hashPyY B06_D07_RT_11 G11 1 439 Inf
hashPyY B06_D07_RT_20 G11 1 304 Inf
hashPyY B06_D07_RT_21 G11 1 307 Inf
hashPyY B06_D07_RT_26 G11 1 197 Inf
hashPyY B06_D07_RT_27 G11 1 140 Inf
hashPyY B06_D07_RT_30 G11 1 267 Inf
hashPyY B06_D07_RT_39 G11 1 454 Inf
hashPyY B06_D07_RT_41 G11 1 251 Inf
hashPyY B06_D07_RT_44 G11 1 283 Inf
hashPyY B06_D07_RT_45 H11 1 50 Inf
hashPyY B06_D07_RT_6 G11 1 225 Inf
hashPyY B06_D07_RT_64 G11 1 271 Inf
hashPyY B06_D07_RT_69 G11 1 252 Inf
hashPyY B06_D07_RT_7 G11 1 238 Inf
hashPyY B06_D07_RT_77 H11 1 46 Inf
hashPyY B06_D07_RT_90 G11 1 306 Inf
hashPyY B06_D07_RT_95 G11 1 278 Inf
hashPyY B06_H06_RT_12 G11 1 120 Inf
hashPyY B06_H06_RT_23 G11 1 266 Inf
hashPyY B06_H06_RT_26 G11 1 168 Inf
hashPyY B06_H06_RT_4 G11 1 167 Inf
hashPyY B06_H06_RT_42 G11 1 112 Inf
hashPyY B06_H06_RT_43 G11 1 122 Inf
hashPyY B06_H06_RT_44 G11 1 161 Inf
hashPyY B06_H06_RT_48 G11 1 462 Inf
hashPyY B06_H06_RT_5 G11 1 127 Inf
hashPyY B06_H06_RT_51 G11 1 227 Inf
hashPyY B06_H06_RT_52 G11 1 85 Inf
hashPyY B06_H06_RT_54 G11 1 144 Inf
hashPyY B06_H06_RT_67 G11 1 255 Inf
hashPyY B06_H06_RT_74 G11 1 246 Inf
hashPyY B06_H06_RT_77 G11 1 107 Inf
hashPyY B06_H06_RT_79 G11 1 106 Inf
hashPyY B07_D07_RT_1 H11 1 239 Inf
hashPyY B07_D07_RT_12 G11 1 277 Inf
hashPyY B07_D07_RT_2 H11 1 203 Inf
hashPyY B07_D07_RT_22 H11 1 154 Inf
hashPyY B07_D07_RT_23 G11 1 175 Inf
hashPyY B07_D07_RT_30 G11 1 325 Inf
hashPyY B07_D07_RT_36 G11 1 243 Inf
hashPyY B07_D07_RT_40 H11 1 103 Inf
hashPyY B07_D07_RT_45 H11 1 72 Inf
hashPyY B07_D07_RT_50 G11 1 59 Inf
hashPyY B07_D07_RT_51 G11 1 337 Inf
hashPyY B07_D07_RT_54 G11 1 463 Inf
hashPyY B07_D07_RT_64 H11 1 81 Inf
hashPyY B07_D07_RT_68 H11 1 37 Inf
hashPyY B07_D07_RT_77 H11 1 45 Inf
hashPyY B07_D07_RT_79 G11 1 158 Inf
hashPyY B07_D07_RT_88 H11 1 86 Inf
hashPyY B07_D07_RT_92 H11 1 76 Inf
hashPyY B07_D07_RT_95 H11 1 70 Inf
hashPyY B07_H06_RT_13 G11 1 381 Inf
hashPyY B07_H06_RT_15 G11 1 161 Inf
hashPyY B07_H06_RT_23 G11 1 114 Inf
hashPyY B07_H06_RT_24 H11 1 58 Inf
hashPyY B07_H06_RT_3 H11 1 101 Inf
hashPyY B07_H06_RT_30 H11 1 42 Inf
hashPyY B07_H06_RT_38 H11 1 150 Inf
hashPyY B07_H06_RT_43 G11 1 326 Inf
hashPyY B07_H06_RT_44 G11 1 359 Inf
hashPyY B07_H06_RT_47 G11 1 120 Inf
hashPyY B07_H06_RT_51 H11 1 41 Inf
hashPyY B07_H06_RT_60 G11 1 86 Inf
hashPyY B07_H06_RT_74 G11 1 1452 Inf
hashPyY B07_H06_RT_84 H11 1 84 Inf
hashPyY B07_H06_RT_87 H11 1 66 Inf
hashPyY B07_H06_RT_88 H11 1 69 Inf
hashPyY B07_H06_RT_91 H11 1 24 Inf
hashPyY B07_H06_RT_93 G11 1 302 Inf
hashPyY B08_D07_RT_14 H11 1 131 Inf
hashPyY B08_D07_RT_15 H11 1 68 Inf
hashPyY B08_D07_RT_20 G11 1 250 Inf
hashPyY B08_D07_RT_21 G11 1 400 Inf
hashPyY B08_D07_RT_24 H11 1 96 Inf
hashPyY B08_D07_RT_28 G11 1 264 Inf
hashPyY B08_D07_RT_37 G11 1 420 Inf
hashPyY B08_D07_RT_39 H11 1 78 Inf
hashPyY B08_D07_RT_55 G11 1 376 Inf
hashPyY B08_D07_RT_63 H11 1 61 Inf
hashPyY B08_D07_RT_69 G11 1 279 Inf
hashPyY B08_D07_RT_78 G11 1 271 Inf
hashPyY B08_D07_RT_79 H11 1 77 Inf
hashPyY B08_D07_RT_84 H11 1 228 Inf
hashPyY B08_D07_RT_86 H11 1 66 Inf
hashPyY B08_D07_RT_89 G11 1 386 Inf
hashPyY B08_D07_RT_9 H11 1 108 Inf
hashPyY B08_D07_RT_95 H11 1 124 Inf
hashPyY B08_H06_RT_10 H11 1 54 Inf
hashPyY B08_H06_RT_12 G11 1 184 Inf
hashPyY B08_H06_RT_13 H11 1 78 Inf
hashPyY B08_H06_RT_15 H11 1 66 Inf
hashPyY B08_H06_RT_36 H11 1 127 Inf
hashPyY B08_H06_RT_37 H11 1 37 Inf
hashPyY B08_H06_RT_45 G11 1 194 Inf
hashPyY B08_H06_RT_50 G11 1 430 Inf
hashPyY B08_H06_RT_52 H11 1 58 Inf
hashPyY B08_H06_RT_53 H11 1 53 Inf
hashPyY B08_H06_RT_54 H11 1 22 Inf
hashPyY B08_H06_RT_59 G11 1 229 Inf
hashPyY B08_H06_RT_66 G11 1 186 Inf
hashPyY B08_H06_RT_79 G11 1 124 Inf
hashPyY B08_H06_RT_8 H11 1 577 Inf
hashPyY B08_H06_RT_82 G11 1 57 Inf
hashPyY B08_H06_RT_83 G11 1 193 Inf
hashPyY B08_H06_RT_87 G11 1 97 Inf
hashPyY B08_H06_RT_92 H11 1 43 Inf
hashPyY B09_D07_RT_14 G11 1 260 Inf
hashPyY B09_D07_RT_17 H11 1 51 Inf
hashPyY B09_D07_RT_18 G11 1 164 Inf
hashPyY B09_D07_RT_20 G11 1 266 Inf
hashPyY B09_D07_RT_50 H11 1 119 Inf
hashPyY B09_D07_RT_52 G11 1 340 Inf
hashPyY B09_D07_RT_55 G11 1 182 Inf
hashPyY B09_D07_RT_58 H11 1 54 Inf
hashPyY B09_D07_RT_59 G11 1 598 Inf
hashPyY B09_D07_RT_6 G11 1 189 Inf
hashPyY B09_D07_RT_61 G11 1 244 Inf
hashPyY B09_D07_RT_68 H11 1 61 Inf
hashPyY B09_D07_RT_7 H11 1 91 Inf
hashPyY B09_D07_RT_74 H11 1 86 Inf
hashPyY B09_D07_RT_75 G11 1 195 Inf
hashPyY B09_D07_RT_83 H11 1 75 Inf
hashPyY B09_D07_RT_84 H11 1 61 Inf
hashPyY B09_D07_RT_88 H11 1 79 Inf
hashPyY B09_D07_RT_9 G11 1 109 Inf
hashPyY B09_D07_RT_93 G11 1 359 Inf
hashPyY B09_D07_RT_95 H11 1 76 Inf
hashPyY B09_H06_RT_35 H11 1 42 Inf
hashPyY B09_H06_RT_47 H11 1 11 Inf
hashPyY B09_H06_RT_51 H11 1 40 Inf
hashPyY B09_H06_RT_69 H11 1 41 Inf
hashPyY B09_H06_RT_75 G11 1 145 Inf
hashPyY B10_D07_RT_10 H11 1 26 Inf
hashPyY B10_D07_RT_13 G11 1 382 Inf
hashPyY B10_D07_RT_16 G11 1 318 Inf
hashPyY B10_D07_RT_18 G11 1 297 Inf
hashPyY B10_D07_RT_24 G11 1 483 Inf
hashPyY B10_D07_RT_27 G11 1 203 Inf
hashPyY B10_D07_RT_33 H11 1 65 Inf
hashPyY B10_D07_RT_36 H11 1 88 Inf
hashPyY B10_D07_RT_4 H11 1 70 Inf
hashPyY B10_D07_RT_40 G11 1 288 Inf
hashPyY B10_D07_RT_42 H11 1 75 Inf
hashPyY B10_D07_RT_47 G11 1 251 Inf
hashPyY B10_D07_RT_48 G11 1 217 Inf
hashPyY B10_D07_RT_53 G11 1 256 Inf
hashPyY B10_D07_RT_6 H11 1 107 Inf
hashPyY B10_D07_RT_60 H11 1 109 Inf
hashPyY B10_D07_RT_61 G11 1 231 Inf
hashPyY B10_D07_RT_62 H11 1 56 Inf
hashPyY B10_D07_RT_83 G11 1 357 Inf
hashPyY B10_D07_RT_84 H11 1 82 Inf
hashPyY B10_D07_RT_87 G11 1 169 Inf
hashPyY B10_D07_RT_88 H11 1 58 Inf
hashPyY B10_D07_RT_91 G11 1 349 Inf
hashPyY B10_H06_RT_11 G11 1 546 Inf
hashPyY B10_H06_RT_36 G11 1 62 Inf
hashPyY B10_H06_RT_37 G11 1 304 Inf
hashPyY B10_H06_RT_4 H11 1 20 Inf
hashPyY B10_H06_RT_53 H11 1 52 Inf
hashPyY B10_H06_RT_56 H11 1 24 Inf
hashPyY B10_H06_RT_60 G11 1 148 Inf
hashPyY B10_H06_RT_66 H11 1 85 Inf
hashPyY B10_H06_RT_80 H11 1 29 Inf
hashPyY B10_H06_RT_86 G11 1 245 Inf
hashPyY B10_H06_RT_90 H11 1 46 Inf
hashPyY B11_D07_RT_0 G11 1 254 Inf
hashPyY B11_D07_RT_13 H11 1 111 Inf
hashPyY B11_D07_RT_17 H11 1 113 Inf
hashPyY B11_D07_RT_20 G11 1 370 Inf
hashPyY B11_D07_RT_24 G11 1 366 Inf
hashPyY B11_D07_RT_32 G11 1 298 Inf
hashPyY B11_D07_RT_46 G11 1 730 Inf
hashPyY B11_D07_RT_48 H11 1 95 Inf
hashPyY B11_D07_RT_58 G11 1 190 Inf
hashPyY B11_D07_RT_60 G11 1 250 Inf
hashPyY B11_D07_RT_67 H11 1 123 Inf
hashPyY B11_D07_RT_72 H11 1 63 Inf
hashPyY B11_D07_RT_73 H11 1 108 Inf
hashPyY B11_D07_RT_86 G11 1 265 Inf
hashPyY B11_D07_RT_88 G11 1 426 Inf
hashPyY B11_D07_RT_89 G11 1 247 Inf
hashPyY B11_D07_RT_94 G11 1 229 Inf
hashPyY B11_H06_RT_11 G11 1 341 Inf
hashPyY B11_H06_RT_16 G11 1 322 Inf
hashPyY B11_H06_RT_18 G11 1 380 Inf
hashPyY B11_H06_RT_22 G11 1 254 Inf
hashPyY B11_H06_RT_4 H11 1 66 Inf
hashPyY B11_H06_RT_42 G11 1 198 Inf
hashPyY B11_H06_RT_64 G11 1 614 Inf
hashPyY B11_H06_RT_68 H11 1 76 Inf
hashPyY B11_H06_RT_69 G11 1 865 Inf
hashPyY B11_H06_RT_71 G11 1 485 Inf
hashPyY B11_H06_RT_74 H11 1 183 Inf
hashPyY B11_H06_RT_79 G11 1 353 Inf
hashPyY B11_H06_RT_8 H11 1 21 Inf
hashPyY B11_H06_RT_82 G11 1 293 Inf
hashPyY B11_H06_RT_89 G11 1 408 Inf
hashPyY B11_H06_RT_91 H11 1 84 Inf
hashPyY B11_H06_RT_95 G11 1 455 Inf
hashPyY B12_D07_RT_1 H11 1 54 Inf
hashPyY B12_D07_RT_17 H11 1 214 Inf
hashPyY B12_D07_RT_19 G11 1 404 Inf
hashPyY B12_D07_RT_2 H11 1 118 Inf
hashPyY B12_D07_RT_28 G11 1 622 Inf
hashPyY B12_D07_RT_31 H11 1 137 Inf
hashPyY B12_D07_RT_45 G11 1 119 Inf
hashPyY B12_D07_RT_61 H11 1 14 Inf
hashPyY B12_D07_RT_64 G11 1 88 Inf
hashPyY B12_D07_RT_66 G11 1 380 Inf
hashPyY B12_D07_RT_68 G11 1 705 Inf
hashPyY B12_D07_RT_70 H11 1 16 Inf
hashPyY B12_D07_RT_71 G11 1 178 Inf
hashPyY B12_D07_RT_72 H11 1 46 Inf
hashPyY B12_D07_RT_80 G11 1 69 Inf
hashPyY B12_D07_RT_92 H11 1 379 Inf
hashPyY B12_D07_RT_93 G11 1 246 Inf
hashPyY B12_H06_RT_11 H11 1 106 Inf
hashPyY B12_H06_RT_15 G11 1 303 Inf
hashPyY B12_H06_RT_20 G11 1 494 Inf
hashPyY B12_H06_RT_24 G11 1 240 Inf
hashPyY B12_H06_RT_27 G11 1 352 Inf
hashPyY B12_H06_RT_3 G11 1 351 Inf
hashPyY B12_H06_RT_30 G11 1 932 Inf
hashPyY B12_H06_RT_33 G11 1 201 Inf
hashPyY B12_H06_RT_42 G11 1 103 Inf
hashPyY B12_H06_RT_43 G11 1 516 Inf
hashPyY B12_H06_RT_5 G11 1 326 Inf
hashPyY B12_H06_RT_50 G11 1 404 Inf
hashPyY B12_H06_RT_51 G11 1 397 Inf
hashPyY B12_H06_RT_54 G11 1 254 Inf
hashPyY B12_H06_RT_55 G11 1 631 Inf
hashPyY B12_H06_RT_6 H11 1 139 Inf
hashPyY B12_H06_RT_65 G11 1 401 Inf
hashPyY B12_H06_RT_68 H11 1 99 Inf
hashPyY B12_H06_RT_72 H11 1 56 Inf
hashPyY B12_H06_RT_75 G11 1 347 Inf
hashPyY B12_H06_RT_77 G11 1 621 Inf
hashPyY B12_H06_RT_83 G11 1 430 Inf
hashPyY B12_H06_RT_90 H11 1 181 Inf
hashPyY C01_D07_RT_10 H11 1 53 Inf
hashPyY C01_D07_RT_12 H11 1 95 Inf
hashPyY C01_D07_RT_17 H11 1 36 Inf
hashPyY C01_D07_RT_19 H11 1 57 Inf
hashPyY C01_D07_RT_20 H11 1 72 Inf
hashPyY C01_D07_RT_21 H11 1 48 Inf
hashPyY C01_D07_RT_23 H11 1 71 Inf
hashPyY C01_D07_RT_24 H11 1 29 Inf
hashPyY C01_D07_RT_26 H11 1 50 Inf
hashPyY C01_D07_RT_3 H11 1 110 Inf
hashPyY C01_D07_RT_43 H11 1 104 Inf
hashPyY C01_D07_RT_54 H11 1 66 Inf
hashPyY C01_D07_RT_59 H11 1 73 Inf
hashPyY C01_D07_RT_6 H11 1 46 Inf
hashPyY C01_D07_RT_65 H11 1 70 Inf
hashPyY C01_D07_RT_7 G11 1 251 Inf
hashPyY C01_D07_RT_71 H11 1 43 Inf
hashPyY C01_D07_RT_74 H11 1 129 Inf
hashPyY C01_D07_RT_86 H11 1 54 Inf
hashPyY C01_D07_RT_89 H11 1 68 Inf
hashPyY C01_D07_RT_92 H11 1 81 Inf
hashPyY C01_H06_RT_11 H11 1 60 Inf
hashPyY C01_H06_RT_16 H11 1 55 Inf
hashPyY C01_H06_RT_18 H11 1 77 Inf
hashPyY C01_H06_RT_22 H11 1 54 Inf
hashPyY C01_H06_RT_27 H11 1 93 Inf
hashPyY C01_H06_RT_28 H11 1 64 Inf
hashPyY C01_H06_RT_31 H11 1 109 Inf
hashPyY C01_H06_RT_37 H11 1 42 Inf
hashPyY C01_H06_RT_4 H11 1 316 Inf
hashPyY C01_H06_RT_40 H11 1 143 Inf
hashPyY C01_H06_RT_45 G11 1 324 Inf
hashPyY C01_H06_RT_51 H11 1 101 Inf
hashPyY C01_H06_RT_52 H11 1 40 Inf
hashPyY C01_H06_RT_55 H11 1 75 Inf
hashPyY C01_H06_RT_59 H11 1 98 Inf
hashPyY C01_H06_RT_62 H11 1 40 Inf
hashPyY C01_H06_RT_69 H11 1 85 Inf
hashPyY C01_H06_RT_82 H11 1 62 Inf
hashPyY C01_H06_RT_84 H11 1 77 Inf
hashPyY C01_H06_RT_88 H11 1 108 Inf
hashPyY C02_D07_RT_13 H11 1 49 Inf
hashPyY C02_D07_RT_19 G11 1 365 Inf
hashPyY C02_D07_RT_20 H11 1 93 Inf
hashPyY C02_D07_RT_44 H11 1 81 Inf
hashPyY C02_D07_RT_50 H11 1 139 Inf
hashPyY C02_D07_RT_52 H11 1 137 Inf
hashPyY C02_D07_RT_53 H11 1 108 Inf
hashPyY C02_D07_RT_58 H11 1 85 Inf
hashPyY C02_D07_RT_64 H11 1 58 Inf
hashPyY C02_D07_RT_67 H11 1 35 Inf
hashPyY C02_D07_RT_69 H11 1 65 Inf
hashPyY C02_D07_RT_77 H11 1 22 Inf
hashPyY C02_D07_RT_83 H11 1 175 Inf
hashPyY C02_H06_RT_36 H11 1 27 Inf
hashPyY C02_H06_RT_40 H11 1 20 Inf
hashPyY C02_H06_RT_43 H11 1 25 Inf
hashPyY C02_H06_RT_50 H11 1 15 Inf
hashPyY C02_H06_RT_51 H11 1 15 Inf
hashPyY C02_H06_RT_72 H11 1 17 Inf
hashPyY C02_H06_RT_76 H11 1 23 Inf
hashPyY C02_H06_RT_85 H11 1 20 Inf
hashPyY C02_H06_RT_9 G11 1 119 Inf
hashPyY C03_D07_RT_25 H11 1 65 Inf
hashPyY C03_D07_RT_30 H11 1 42 Inf
hashPyY C03_D07_RT_32 H11 1 35 Inf
hashPyY C03_D07_RT_38 H11 1 70 Inf
hashPyY C03_D07_RT_50 H11 1 105 Inf
hashPyY C03_D07_RT_51 H11 1 98 Inf
hashPyY C03_D07_RT_54 H11 1 32 Inf
hashPyY C03_D07_RT_6 H11 1 54 Inf
hashPyY C03_D07_RT_60 H11 1 37 Inf
hashPyY C03_D07_RT_78 H11 1 330 Inf
hashPyY C03_D07_RT_87 H11 1 83 Inf
hashPyY C03_D07_RT_88 H11 1 53 Inf
hashPyY C03_D07_RT_90 H11 1 118 Inf
hashPyY C03_H06_RT_23 H11 1 21 Inf
hashPyY C03_H06_RT_69 H11 1 28 Inf
hashPyY C03_H06_RT_89 H11 1 22 Inf
hashPyY C04_D07_RT_29 G11 1 199 Inf
hashPyY C04_D07_RT_43 G11 1 356 Inf
hashPyY C04_D07_RT_66 G11 1 326 Inf
hashPyY C04_D07_RT_68 G11 1 267 Inf
hashPyY C04_D07_RT_70 G11 1 121 Inf
hashPyY C04_D07_RT_81 G11 1 75 Inf
hashPyY C04_D07_RT_85 G11 1 240 Inf
hashPyY C04_D07_RT_90 G11 1 174 Inf
hashPyY C04_D07_RT_95 G11 1 272 Inf
hashPyY C04_H06_RT_20 G11 1 123 Inf
hashPyY C04_H06_RT_80 G11 1 178 Inf
hashPyY C04_H06_RT_83 G11 1 313 Inf
hashPyY C04_H06_RT_84 G11 1 809 Inf
hashPyY C05_D07_RT_1 G11 1 81 Inf
hashPyY C05_D07_RT_12 G11 1 128 Inf
hashPyY C05_D07_RT_3 G11 1 169 Inf
hashPyY C05_D07_RT_31 G11 1 104 Inf
hashPyY C05_D07_RT_34 G11 1 91 Inf
hashPyY C05_D07_RT_36 G11 1 160 Inf
hashPyY C05_D07_RT_37 G11 1 198 Inf
hashPyY C05_D07_RT_46 G11 1 299 Inf
hashPyY C05_D07_RT_48 G11 1 73 Inf
hashPyY C05_D07_RT_54 G11 1 243 Inf
hashPyY C05_D07_RT_55 G11 1 349 Inf
hashPyY C05_D07_RT_60 G11 1 134 Inf
hashPyY C05_D07_RT_7 G11 1 184 Inf
hashPyY C05_D07_RT_72 G11 1 437 Inf
hashPyY C05_D07_RT_77 G11 1 112 Inf
hashPyY C05_D07_RT_83 G11 1 272 Inf
hashPyY C05_H06_RT_11 G11 1 112 Inf
hashPyY C05_H06_RT_16 G11 1 65 Inf
hashPyY C05_H06_RT_30 G11 1 202 Inf
hashPyY C05_H06_RT_34 G11 1 344 Inf
hashPyY C05_H06_RT_42 G11 1 197 Inf
hashPyY C05_H06_RT_6 G11 1 72 Inf
hashPyY C05_H06_RT_7 G11 1 226 Inf
hashPyY C05_H06_RT_76 G11 1 130 Inf
hashPyY C05_H06_RT_79 G11 1 222 Inf
hashPyY C05_H06_RT_83 G11 1 336 Inf
hashPyY C05_H06_RT_90 G11 1 135 Inf
hashPyY C06_D07_RT_0 G11 1 375 Inf
hashPyY C06_D07_RT_15 G11 1 143 Inf
hashPyY C06_D07_RT_3 G11 1 74 Inf
hashPyY C06_D07_RT_34 G11 1 202 Inf
hashPyY C06_D07_RT_35 G11 1 148 Inf
hashPyY C06_D07_RT_4 G11 1 164 Inf
hashPyY C06_D07_RT_42 G11 1 90 Inf
hashPyY C06_D07_RT_44 G11 1 240 Inf
hashPyY C06_D07_RT_53 G11 1 420 Inf
hashPyY C06_D07_RT_58 G11 1 160 Inf
hashPyY C06_D07_RT_6 G11 1 327 Inf
hashPyY C06_D07_RT_7 G11 1 177 Inf
hashPyY C06_D07_RT_75 G11 1 341 Inf
hashPyY C06_D07_RT_83 G11 1 137 Inf
hashPyY C06_H06_RT_0 G11 1 105 Inf
hashPyY C06_H06_RT_13 G11 1 144 Inf
hashPyY C06_H06_RT_14 G11 1 220 Inf
hashPyY C06_H06_RT_2 G11 1 426 Inf
hashPyY C06_H06_RT_25 G11 1 70 Inf
hashPyY C06_H06_RT_27 G11 1 138 Inf
hashPyY C06_H06_RT_36 G11 1 121 Inf
hashPyY C06_H06_RT_48 G11 1 282 Inf
hashPyY C06_H06_RT_49 G11 1 114 Inf
hashPyY C06_H06_RT_50 G11 1 66 Inf
hashPyY C06_H06_RT_53 G11 1 146 Inf
hashPyY C06_H06_RT_55 G11 1 119 Inf
hashPyY C06_H06_RT_64 G11 1 169 Inf
hashPyY C06_H06_RT_67 G11 1 187 Inf
hashPyY C06_H06_RT_76 G11 1 201 Inf
hashPyY C06_H06_RT_93 G11 1 317 Inf
hashPyY C07_D07_RT_16 H11 1 137 Inf
hashPyY C07_D07_RT_21 G11 1 225 Inf
hashPyY C07_D07_RT_22 H11 1 291 Inf
hashPyY C07_D07_RT_23 H11 1 55 Inf
hashPyY C07_D07_RT_29 H11 1 75 Inf
hashPyY C07_D07_RT_40 G11 1 249 Inf
hashPyY C07_D07_RT_46 G11 1 364 Inf
hashPyY C07_D07_RT_48 H11 1 54 Inf
hashPyY C07_D07_RT_49 G11 1 402 Inf
hashPyY C07_D07_RT_5 H11 1 69 Inf
hashPyY C07_D07_RT_51 G11 1 263 Inf
hashPyY C07_D07_RT_52 H11 1 200 Inf
hashPyY C07_D07_RT_57 G11 1 295 Inf
hashPyY C07_D07_RT_61 G11 1 422 Inf
hashPyY C07_D07_RT_68 H11 1 48 Inf
hashPyY C07_D07_RT_73 G11 1 214 Inf
hashPyY C07_D07_RT_75 H11 1 83 Inf
hashPyY C07_D07_RT_77 H11 1 94 Inf
hashPyY C07_D07_RT_81 G11 1 327 Inf
hashPyY C07_H06_RT_0 H11 1 52 Inf
hashPyY C07_H06_RT_21 H11 1 57 Inf
hashPyY C07_H06_RT_25 G11 1 281 Inf
hashPyY C07_H06_RT_39 H11 1 56 Inf
hashPyY C07_H06_RT_42 H11 1 73 Inf
hashPyY C07_H06_RT_44 H11 1 76 Inf
hashPyY C07_H06_RT_53 H11 1 74 Inf
hashPyY C07_H06_RT_6 H11 1 67 Inf
hashPyY C07_H06_RT_66 H11 1 54 Inf
hashPyY C07_H06_RT_67 G11 1 251 Inf
hashPyY C07_H06_RT_81 H11 1 67 Inf
hashPyY C07_H06_RT_95 H11 1 40 Inf
hashPyY C08_D07_RT_11 G11 1 198 Inf
hashPyY C08_D07_RT_13 G11 1 373 Inf
hashPyY C08_D07_RT_16 H11 1 81 Inf
hashPyY C08_D07_RT_19 G11 1 161 Inf
hashPyY C08_D07_RT_41 H11 1 61 Inf
hashPyY C08_D07_RT_44 H11 1 52 Inf
hashPyY C08_D07_RT_48 H11 1 116 Inf
hashPyY C08_D07_RT_55 H11 1 135 Inf
hashPyY C08_D07_RT_65 G11 1 87 Inf
hashPyY C08_D07_RT_70 G11 1 317 Inf
hashPyY C08_D07_RT_82 G11 1 363 Inf
hashPyY C08_D07_RT_83 G11 1 357 Inf
hashPyY C08_D07_RT_86 G11 1 155 Inf
hashPyY C08_D07_RT_88 G11 1 168 Inf
hashPyY C08_D07_RT_90 G11 1 151 Inf
hashPyY C08_D07_RT_92 G11 1 463 Inf
hashPyY C08_H06_RT_12 G11 1 303 Inf
hashPyY C08_H06_RT_16 G11 1 215 Inf
hashPyY C08_H06_RT_3 G11 1 161 Inf
hashPyY C08_H06_RT_31 H11 1 62 Inf
hashPyY C08_H06_RT_35 H11 1 70 Inf
hashPyY C08_H06_RT_4 G11 1 191 Inf
hashPyY C08_H06_RT_45 G11 1 405 Inf
hashPyY C08_H06_RT_56 G11 1 347 Inf
hashPyY C08_H06_RT_6 G11 1 219 Inf
hashPyY C08_H06_RT_63 H11 1 119 Inf
hashPyY C08_H06_RT_64 H11 1 86 Inf
hashPyY C08_H06_RT_70 G11 1 160 Inf
hashPyY C08_H06_RT_73 G11 1 200 Inf
hashPyY C08_H06_RT_86 H11 1 45 Inf
hashPyY C08_H06_RT_88 G11 1 384 Inf
hashPyY C08_H06_RT_89 H11 1 178 Inf
